Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2016;370.692.128;11.302.695;50.310.044;91.084.615;174.480.974;24.475;43.489.326
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2016;368.816.124;22.878.011;1.139.198;36.742.250;308.056.665;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2016;323.356.954;3.510.753;14.655.432;54.594.752;66.789.687;64.075;183.742.255
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2016;242.884.037;31.137.745;27.522.007;59.168.562;34.760.122;78.479;90.217.123
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2016;192.323.856;44.113.307;34.217.068;58.243.164;55.723.638;26.679;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2016;122.088.995;6.016.793;13.737.411;40.401.442;44.000.317;36.688;17.896.344
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2016;43.608.339;7.150.038;2.016.415;10.350.218;16.570.444;4.258;7.516.966
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2016;37.681.874;1.371.353;666.980;9.325.516;18.698.415;1.834;7.617.777
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2016;29.466.846;61.424;166.098;683.143;5.973.433;0;22.582.747
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2016;14.159.187;2.245.669;994.124;1.249.451;9.669.873;70;0
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2016;13.998.347;9.111;2.082.069;843.088;9.458.014;274;1.605.793
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2016;12.817.133;361.369;1.648.326;5.959.732;4.670.501;6.943;170.262
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2016;10.755.073;169.848;702.476;4.356.562;3.187.992;50;2.338.144
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2016;10.136.027;826.620;3.006.276;2.470.823;3.832.063;246;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2016;9.314.243;862.841;590.019;4.065.811;3.795.570;3;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2016;8.569.757;761.288;607.273;3.745.401;3.455.654;140;0
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2016;8.473.966;545.081;1.209.632;5.559.025;1.160.222;5;0
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2016;7.605.015;263.428;461.094;6.004.613;865.403;10.478;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2016;7.307.610;174.997;248.881;755.649;6.127.467;617;0
DAYCOVAL;51.987;b1;C;2;;199;SAO PAULO;SP;06/2016;6.760.898;438.526;251.674;3.182.685;2.766.705;217;121.091
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2016;6.747.095;16.054;58.829;285.726;2.582.532;0;3.803.953
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2016;5.757.265;361.367;23.466;766.474;4.605.958;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2016;5.646.927;100.646;377.441;2.950.653;2.218.042;145;0
CCB;32.119;b1;C;3;;199;SAO PAULO;SP;06/2016;4.451.407;169.821;370.714;1.348.626;1.162.712;0;1.399.535
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2016;4.043.993;1.334.207;730.076;571.033;1.408.676;0;0
