Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;12/2019;3.537.890;3.495.164;0;0;0;0;1.506;19.485;0;0;21.026;0;0;0;0;709;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;12/2019;3.442.723;3.419.224;0;0;0;0;0;0;0;0;0;0;0;0;0;23.498;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;12/2019;3.284.196;2.348.586;6.586;1.122;0;0;0;927.747;151;0;0;0;0;0;0;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;12/2019;3.234.910;2.726.549;161.100;1.424;0;0;0;345.485;0;0;0;0;0;0;0;351;0
OM;50.940;b1;C;2;S4;199;SAO PAULO;SP;12/2019;3.147.080;3.142.715;0;0;0;0;0;0;0;0;0;0;0;0;0;4.364;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;12/2019;2.844.441;2.785.640;0;0;0;0;0;0;0;0;0;0;0;0;0;58.801;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;12/2019;2.783.836;2.248.239;381.788;334;0;0;0;98.712;0;0;1.051;0;0;0;53.482;230;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;12/2019;2.736.147;1.634.896;0;0;0;0;0;1.101.250;0;0;0;0;0;0;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;12/2019;2.720.251;1.363.382;2.183;0;0;0;2.296;1.322.420;104;0;0;0;0;0;29.863;3;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;12/2019;2.619.191;1.668.341;0;684;0;0;39.412;13.159;547.901;0;4.242;21;0;0;202.379;84;142.968
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO PARANÁ/SÃO PAULO - SICREDI UÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;12/2019;2.447.574;1.910.279;268.788;0;0;0;0;267.645;0;0;0;0;0;825;0;38;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;12/2019;2.344.051;1.739.591;42.499;164;0;0;200.408;361.377;0;0;0;0;0;0;0;13;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;12/2019;2.333.778;2.314.285;0;0;0;0;0;18.776;0;0;0;0;0;0;0;717;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;12/2019;2.264.099;504.904;0;0;0;0;1.623.753;135.442;0;0;0;0;0;0;0;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;12/2019;2.149.635;309.640;1.812.147;0;0;0;0;0;0;0;0;27.845;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;12/2019;2.135.641;1.433.861;155.851;0;0;0;0;545.909;0;0;0;0;0;0;0;19;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;12/2019;2.075.744;500.629;0;0;0;0;0;1.575.115;0;0;0;0;0;0;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;12/2019;2.039.583;57.764;0;0;0;0;0;201.886;0;0;0;0;0;0;1.779.932;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;12/2019;1.998.643;1.173.905;45.251;287.588;74.196;0;0;0;350.060;0;18.850;975;0;34.957;12.862;0;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;12/2019;1.970.683;1.584.862;0;33.536;10.374;0;0;334.365;2.813;0;0;0;0;0;0;4.732;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;12/2019;1.942.410;1.620.931;55.943;0;0;0;0;265.519;0;0;0;0;0;0;0;17;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;12/2019;1.876.022;1.876.022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;12/2019;1.809.979;917.783;0;0;0;0;0;207.260;0;0;0;0;0;0;0;0;684.936
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;12/2019;1.763.988;1.489.137;0;112.529;0;0;4.685;132.374;0;0;0;0;0;0;25.262;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;12/2019;1.749.685;100.642;1.649.036;0;0;0;0;0;0;0;0;0;0;0;0;7;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;12/2019;1.665.390;1.663.546;0;0;0;0;0;0;0;0;0;0;0;0;0;1.843;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;12/2019;1.637.728;1.169.440;7.534;271;0;0;0;460.238;228;0;0;0;0;0;0;17;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;12/2019;1.634.736;548.777;0;0;0;0;0;0;0;0;0;0;0;0;1.085.959;0;0
BANCO DIGIO S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;12/2019;1.613.765;1.609.442;0;0;0;0;0;0;0;0;0;0;0;0;0;4.322;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIAA;GO;12/2019;1.597.895;728.330;0;0;0;0;0;838.104;0;0;31.455;0;0;0;0;6;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;12/2019;1.596.874;1.120.491;0;0;0;0;39.965;436.418;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;12/2019;1.589.594;1.041.005;69.461;1.605;0;0;0;477.510;0;0;0;0;0;0;0;14;0
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;12/2019;1.530.013;544.919;0;7.843;23.610;0;481;514.291;0;0;0;0;0;0;438.869;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;12/2019;1.509.860;1.217.944;0;0;0;0;0;291.897;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UESTADOS;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;12/2019;1.481.429;830.010;85.344;0;0;0;0;566.067;0;0;0;0;0;0;0;9;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;12/2019;1.472.108;1.084.090;26.896;0;0;0;0;361.107;0;0;0;0;0;0;0;16;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;12/2019;1.471.592;437.616;116.023;0;0;0;0;917.939;0;0;0;0;0;0;0;14;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;12/2019;1.438.920;1.408.198;0;0;0;0;0;30.706;0;0;0;0;0;0;0;16;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;12/2019;1.408.242;1.403.673;0;0;0;0;0;0;0;0;0;0;0;4.569;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;12/2019;1.390.657;827.947;19.730;0;0;0;0;536.551;0;0;0;0;0;6.421;2;5;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;12/2019;1.376.371;1.293.201;30.881;0;0;0;0;52.287;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;12/2019;1.371.133;536.873;76.074;0;0;0;0;757.656;0;0;0;0;0;511;0;19;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55.230.916;b1;I;3;S4;8;SAO PAULO;SP;12/2019;1.343.663;1.143.730;0;0;0;0;76.452;123.481;0;0;0;0;0;0;0;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42.898.825;b3S;I;2;S5;9;BELO HORIZONTE;MG;12/2019;1.316.737;388.997;0;0;0;0;0;927.737;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;12/2019;1.311.828;1.034.202;26.372;0;0;0;13.876;237.365;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;12/2019;1.294.202;731.619;377;0;0;0;0;562.193;0;0;0;0;0;0;0;13;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;12/2019;1.279.015;946.699;71.173;45.874;0;0;3.753;112.486;8.150;703;35.460;40.418;0;14.279;21;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;12/2019;1.275.129;620.199;124.710;0;0;0;15.039;515.176;0;0;0;0;0;0;0;4;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;12/2019;1.268.754;101.867;0;321.093;180.871;0;0;0;191.976;0;0;256.402;0;216.545;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;12/2019;1.248.004;1.247.998;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;S4;9;CAMPO VERDE;MT;12/2019;1.201.971;810.041;0;0;0;0;134.677;257.245;0;0;0;0;0;0;0;8;0
UPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;12/2019;1.191.400;609.651;0;18;0;0;0;581.513;0;0;0;0;0;217;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;12/2019;1.158.141;867.207;0;0;0;0;0;275.520;0;0;0;0;0;0;15.413;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;12/2019;1.147.246;124.363;0;633.672;53.003;0;8.460;0;32.631;0;0;295.114;0;0;0;2;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;12/2019;1.124.697;374.706;859;0;0;0;0;639.456;0;0;15.101;0;0;79;94.497;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;12/2019;1.120.835;970.434;0;0;0;0;5.127;145.268;0;0;0;0;0;0;0;6;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;12/2019;1.106.456;3.794;0;0;0;0;0;1.102.662;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24.795.049;b3S;I;2;S5;9;RIO VERDE;GO;12/2019;1.089.735;821.981;7.283;40.132;0;0;0;220.338;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UÃO MS/TO;24.654.881;b3S;I;2;S4;9;CAMPO GRANDE;MS;12/2019;1.066.749;930.709;15.453;0;0;0;79.889;40.684;0;0;0;0;0;0;0;13;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37.442.605;b3S;I;2;S4;9;COLIDER;MT;12/2019;1.065.531;896.031;9.767;0;0;0;0;159.721;0;0;0;0;0;0;0;12;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;12/2019;1.054.754;357.594;0;35.002;0;0;0;561.145;3.222;0;0;0;0;0;97.786;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87.733.770;b3S;I;2;S4;9;RODEIO BOTO;RS;12/2019;1.017.555;535.485;57.479;0;0;0;0;424.583;0;0;0;0;0;0;0;7;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3.566.655;b3S;I;2;S4;9;SAO GABRIEL DO OESTE;MS;12/2019;979.641;706.723;3.649;0;0;0;106.103;163.149;0;0;0;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDOENSE - SICOOB CREDIP.;2.015.588;b3S;I;2;S5;9;PIMENTA BUENO;RO;12/2019;977.353;914.865;11.212;0;0;0;0;51.253;0;0;0;0;0;0;0;23;0
BANCO TOPÁZIO S.A.;7.679.404;b1;I;3;S4;8;PORTO ALEGRE;RS;12/2019;966.912;898.583;0;0;0;0;0;67.981;0;0;0;0;0;0;0;348;0
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3.320.525;b3S;I;2;S5;9;ARAGUARI;MG;12/2019;966.010;761.903;0;0;0;0;0;204.102;0;0;0;0;0;0;0;5;0
