Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2014;359.075.352;23.150.994;57.496.419;96.225.874;137.946.155;31.053;44.224.857
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;;4;RIO DE JANEIRO;RJ;06/2014;293.236.798;19.262.957;879.610;18.676.525;254.417.707;0;0
ITAU;10.069;b1;C;2;;199;SAO PAULO;SP;06/2014;282.935.459;9.763.907;16.543.296;62.401.724;70.531.903;55.304;123.639.325
BRADESCO;10.045;b1;C;2;;199;OSASCO;SP;06/2014;177.852.251;29.325.128;29.542.464;52.066.623;47.484.001;81.140;19.352.894
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2014;157.039.549;33.992.821;36.182.415;40.045.243;46.787.570;31.499;0
SANTANDER;30.379;b1;C;3;;199;SAO PAULO;SP;06/2014;108.860.299;7.742.848;14.497.600;45.728.528;26.917.760;32.807;13.940.756
SAFRA;10.083;b1;C;2;;199;SAO PAULO;SP;06/2014;46.767.532;1.175.918;1.046.964;17.088.482;19.341.902;1.278;8.112.989
HSBC;51.152;b1;C;3;;199;CURITIBA;PR;06/2014;44.763.969;2.884.002;2.765.206;16.663.001;14.839.542;11.294;7.600.924
VOTORANTIM;51.011;b1;C;2;;199;SAO PAULO;SP;06/2014;17.576.935;166.849;3.048.460;3.144.780;8.866.770;266;2.349.810
BANRISUL;30.173;b1;C;1;;199;PORTO ALEGRE;RS;06/2014;13.539.345;633.524;1.491.271;5.960.476;5.289.947;8.238;155.891
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;;8;SAO PAULO;SP;06/2014;13.487.120;1.422.290;4.213.982;3.138.298;4.711.501;1.048;0
BTG PACTUAL;49.944;b1;C;2;;199;RIO DE JANEIRO;RJ;06/2014;12.990.606;2.163.256;380.594;3.556.929;4.018.238;0;2.871.589
CITIBANK;30.403;b1;C;3;;199;SAO PAULO;SP;06/2014;11.227.271;1.839.659;483.699;1.599.743;7.303.934;235;0
ABC-BRASIL;41.856;b1;C;3;;199;SAO PAULO;SP;06/2014;10.114.130;119.064;259.742;4.008.486;3.811.636;21;1.915.181
MERCEDES-BENZ;51.262;b2;C;3;;198;SAO PAULO;SP;06/2014;10.003.228;697.989;1.530.932;6.364.173;1.410.129;5;0
BIC;32.119;b1;C;2;;199;SAO PAULO;SP;06/2014;9.122.378;861.755;1.139.431;5.012.699;1.743.682;27;364.784
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;;8;FORTALEZA;CE;06/2014;7.835.652;949.991;618.025;3.174.455;3.093.020;162;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;;5;PORTO ALEGRE;RS;06/2014;7.639.256;364.365;501.201;3.451.117;3.322.548;24;0
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;;11;PORTO ALEGRE;RS;06/2014;6.738.152;162.109;241.637;891.998;5.441.356;1.051;0
PINE;50.304;b1;C;2;;199;SAO PAULO;SP;06/2014;5.861.263;489.797;144.452;1.721.250;2.755.443;0;750.322
BANCOOB;51.750;b1;C;2;;199;BRASILIA;DF;06/2014;5.846.960;272.130;305.392;3.970.703;1.293.512;5.223;0
BANCO FIDIS S/A;62.237.425;b2;I;3;;8;BETIM;MG;06/2014;5.014.316;682.387;1.903.167;2.150.960;277.796;5;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;;8;SAO PAULO;SP;06/2014;4.844.021;430.618;561.257;30.756;3.565.270;0;256.120
ALFA;51.293;b1;C;2;;199;SAO PAULO;SP;06/2014;4.559.034;113.744;502.667;1.616.784;2.325.751;87;0
BANCO DAYCOVAL S.A.;62.232.889;b1;I;2;;8;SAO PAULO;SP;06/2014;4.541.284;151.420;83.817;2.357.792;1.937.122;104;11.029
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;;5;BELO HORIZONTE;MG;06/2014;4.519.737;98.992;427.567;2.037.198;1.955.974;5;0
CREDIT SUISSE;30.771;b1;C;3;;199;SAO PAULO;SP;06/2014;4.183.717;229.429;30.015;678.531;565.635;0;2.680.107
PAN;31.323;b1;C;2;;199;SAO PAULO;SP;06/2014;3.976.625;796.477;627.310;1.517.044;1.035.789;5;0
MERCANTIL DO BRASIL;20.152;b1;C;2;;199;BELO HORIZONTE;MG;06/2014;3.629.177;236.438;488.195;2.507.902;396.188;455;0
BANCO IBM S.A.;34.270.520;b2;I;3;;8;RIO DE JANEIRO;RJ;06/2014;3.603.391;4.194;28.407;270.001;3.300.790;0;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;;8;SAO PAULO;SP;06/2014;3.573.613;756.026;487.815;1.896.658;433.114;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;;8;CURITIBA;PR;06/2014;3.501.063;43.525;802.613;2.110.128;544.795;2;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;;8;SAO PAULO;SP;06/2014;3.294.536;102.911;88.615;1.770.386;982.561;50;350.014
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;;8;CURITIBA;PR;06/2014;3.115.024;1.308.520;383.965;858.065;564.474;1;0
INDUSVAL;50.531;b1;C;2;;199;SAO PAULO;SP;06/2014;2.867.013;291.081;131.034;1.118.680;1.179.008;0;147.210
BNP PARIBAS;51.516;b1;C;3;;199;SAO PAULO;SP;06/2014;2.692.608;1.010;10.555;1.175.213;1.505.828;2;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;;30;PORTO ALEGRE;RS;06/2014;2.421.143;97.374;139.330;1.181.469;1.002.969;0;0
DEUTSCHE;51.183;b1;C;3;;199;SAO PAULO;SP;06/2014;2.302.560;0;68.077;633.774;1.114.449;1;486.259
ING;51.073;b1;C;3;;199;SAO PAULO;SP;06/2014;2.219.566;0;0;0;2.219.566;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;;8;SAO PAULO;SP;06/2014;2.166.040;0;16.726;353.517;783.921;0;1.011.876
BANCO DA AMAZOA S.A.;4.902.979;b1;I;1;;2;BELEM;PA;06/2014;1.992.990;23.941;97.576;282.885;1.588.445;143;0
BANESTES;30.159;b1;C;1;;199;VITORIA;ES;06/2014;1.991.700;129.398;365.809;1.313.955;182.166;372;0
SCAA BANCO S.A.;11.417.016;b2;I;3;;8;SAO BERNARDO DO CAMPO;SP;06/2014;1.984.298;321.606;417.229;1.040.870;204.593;0;0
BRB;31.976;b1;C;1;;199;BRASILIA;DF;06/2014;1.829.481;288.426;463.655;1.029.086;48.057;258;0
BMG;30.290;b1;C;2;;199;SAO PAULO;SP;06/2014;1.813.125;1.143.702;62.671;153.583;453.123;46;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;06/2014;1.769.820;74.284;1.008.676;534.813;152.041;6;0
BES;51.482;b2;C;3;;198;SAO PAULO;SP;06/2014;1.704.132;77.460;977.883;423.223;20.788;0;204.777
JOHN DEERE;50.071;b1;C;3;;199;INDAIATUBA;SP;06/2014;1.468.059;63.725;63.870;972.062;368.402;0;0
BANCO GMAC S.A.;59.274.605;b2;I;3;;8;SAO PAULO;SP;06/2014;1.418.481;158.850;126.183;1.021.389;111.988;70;0
JP MORGAN CHASE;20.107;b1;C;3;;199;SAO PAULO;SP;06/2014;1.352.978;40.860;35.571;468.906;807.641;0;0
BANCO FORD S.A.;90.731.688;b2;I;3;;8;SAO PAULO;SP;06/2014;1.316.455;6.997;10.738;1.049.931;248.790;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;;199;SAO PAULO;SP;06/2014;1.303.596;3.638;26.130;696.657;577.168;4;0
CREDIT AGRICOLE;51.066;b1;C;3;;199;SAO PAULO;SP;06/2014;1.273.586;20.090;2.311;177.344;1.073.841;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;;8;SAO PAULO;SP;06/2014;1.250.254;10.936;44.627;698.188;496.502;0;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;06/2014;1.240.197;242;97.943;478.981;647.084;0;15.947
SOCIETE GENERALE;31.859;b1;C;3;;199;SAO PAULO;SP;06/2014;1.213.634;7.160;10.714;238.540;957.220;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;;19;BARUERI;SP;06/2014;1.191.563;2.731;19.258;247.307;922.264;2;0
ORIGINAL;51.781;b1;C;2;;199;SAO PAULO;SP;06/2014;1.182.369;17.376;35.754;356.835;772.403;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;;8;PORTO ALEGRE;RS;06/2014;1.149.311;52.395;235.080;605.985;255.851;0;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;;8;SAO PAULO;SP;06/2014;1.081.162;28.704;187.207;631.029;234.210;12;0
RODOBENS;51.736;b1;C;2;;199;SAO PAULO;SP;06/2014;1.044.248;130.739;279.070;608.272;26.163;4;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;;8;UBERLANDIA;MG;06/2014;1.044.237;7.278;181.019;719.630;132.611;3.698;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;;30;SAO PAULO;SP;06/2014;869.973;127.805;71.898;543.614;126.657;0;0
BANCO MONEO S.A.;7.441.209;b2;I;2;;8;CAXIAS DO SUL;RS;06/2014;855.313;39.458;131.699;673.397;10.758;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;;30;FLORIANOPOLIS;SC;06/2014;772.719;22.906;82.915;549.888;117.008;2;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;;8;SAO PAULO;SP;06/2014;745.216;0;1.394;24.004;719.818;0;0
PSA FINANCE;51.365;b2;C;3;;198;SAO PAULO;SP;06/2014;716.092;0;569.785;123.070;23.233;4;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;06/2014;699.776;37.867;30.072;442.276;189.477;84;0
CAIXA GERAL;51.815;b1;C;3;;199;SAO PAULO;SP;06/2014;659.624;67.442;23.576;355.670;212.936;0;0
J.MALUCELLI;30.881;b1;C;2;;199;CURITIBA;PR;06/2014;587.077;1.910;70.610;331.091;183.168;298;0
MIZUHO;51.554;b1;I;3;;199;SAO PAULO;SP;06/2014;527.215;0;107.563;191.341;228.311;0;0
BANCO MODAL S.A.;30.723.886;b1;I;2;;8;RIO DE JANEIRO;RJ;06/2014;490.578;0;11.076;141.504;337.998;0;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43.818.780;b2;I;3;;8;BARUERI;SP;06/2014;464.687;10.200;59.655;302.261;92.562;9;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;;8;SAO PAULO;SP;06/2014;449.245;0;0;45.751;403.495;0;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54.037.916;b3S;I;2;;9;BEBEDOURO;SP;06/2014;440.343;24.815;67.403;266.143;81.948;34;0
BMW;51.420;n1;C;3;;197;SAO PAULO;SP;06/2014;440.047;8.141;65.429;192.158;174.318;0;0
BANCO RANDON S.A.;11.476.673;b1;I;2;;8;CAXIAS DO SUL;RS;06/2014;418.813;6.067;64.292;318.037;30.414;4;0
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;;8;ARACAJU;SE;06/2014;415.570;39.417;56.610;319.261;0;282;0
BANCO GUANABARA S.A.;31.880.826;b1;I;2;;8;RIO DE JANEIRO;RJ;06/2014;395.451;7.166;26.803;266.529;94.948;5;0
RENDIMENTO;51.468;b1;C;2;;199;SAO PAULO;SP;06/2014;382.849;36.136;16.589;283.432;46.675;18;0
BAF;20.255;b1;C;3;;199;SAO PAULO;SP;06/2014;356.921;125.190;98.424;130.856;2.448;3;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;;30;SALVADOR;BA;06/2014;356.024;24.926;38.283;259.440;33.374;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91.586.982;b3S;I;2;;9;NOVA PETROPOLIS;RS;06/2014;351.697;58.384;106.432;141.171;45.428;281;0
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;;8;SAO PAULO;SP;06/2014;351.411;0;0;110.903;240.507;0;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71.328.769;b3S;I;2;;9;SERTAOZINHO;SP;06/2014;333.355;68.357;66.182;133.163;65.596;57;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3.459.850;b3S;I;2;;9;MARINGA;PR;06/2014;332.010;106.707;33.807;115.525;75.807;164;0
BOFA MERRILL LYNCH;51.255;b1;C;3;;199;SAO PAULO;SP;06/2014;328.668;0;0;231.323;97.344;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;;9;LUCAS DO RIO VERDE;MT;06/2014;323.042;34.281;53.963;101.718;132.979;100;0
BANCO TRICURY S.A.;57.839.805;b2;I;2;;8;SAO PAULO;SP;06/2014;317.804;45.538;58.783;162.866;50.618;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;;9;LINHARES;ES;06/2014;311.094;116.418;35.491;120.348;38.786;51;0
INTERMEDIUM;51.884;b1;C;2;;199;BELO HORIZONTE;MG;06/2014;309.789;18.610;24.612;212.327;54.239;1;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UCRED FLORIANÓPOLIS;74.064.502;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2014;306.287;17.775;41.451;234.600;12.429;33;0
BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12.865.507;n1;I;2;;14;SAO PAULO;SP;06/2014;277.263;0;11.119;120.895;145.249;0;0
COOPERATIVA CENTRO BRASILEIRA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE LTDA.;37.395.399;b3S;I;2;;9;GOIAA;GO;06/2014;274.129;3.769;192.983;70.927;6.441;9;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UÃO PARANÁ SÃO PAULO - SICREDI UÃO PR/SP;79.342.069;b3S;I;2;;9;MARINGA;PR;06/2014;272.902;34.292;54.999;82.147;101.283;180;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;06/2014;272.250;11.383;58.201;195.944;6.722;1;0
SANTINVEST;50.816;n1;C;2;;197;FLORIANOPOLIS;SC;06/2014;270.874;40.545;56.267;164.672;9.382;7;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAIBA - SICREDI VANGUARDA PR/SP;78.414.067;b3S;I;2;;9;MEDIANEIRA;PR;06/2014;256.544;79.152;65.366;69.672;42.187;166;0
SOCOPA;50.328;b1;C;2;;199;SAO PAULO;SP;06/2014;251.504;4.004;11.178;141.944;94.376;2;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;;8;SAO PAULO;SP;06/2014;244.470;0;44.290;72.980;127.200;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87.437.687;b3C;I;2;;9;PORTO ALEGRE;RS;06/2014;240.373;0;240;26.981;213.152;0;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;;9;BLUMENAU;SC;06/2014;232.819;94.990;109.225;28.272;0;332;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;;9;CARLOS BARBOSA;RS;06/2014;228.762;51.237;73.311;69.496;34.630;88;0
UPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2.398.976;b3S;I;2;;9;LONDRINA;PR;06/2014;228.744;25.066;66.267;136.719;668;25;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;;9;CHAPECO;SC;06/2014;219.327;83.384;38.932;22.807;74.142;62;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;;9;VENDA NOVA DO IMIGRANTE;ES;06/2014;219.200;67.748;26.149;54.105;71.120;78;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72.128.440;b3S;I;2;;9;RIO DE JANEIRO;RJ;06/2014;217.105;18.973;14.286;176.625;7.218;3;0
UCRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35.571.249;b3S;I;2;;9;JOAO PESSOA;PB;06/2014;216.008;9.651;46.352;157.988;1.991;27;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32.467.086;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2014;214.621;97.850;16.164;53.929;46.620;59;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5.582.619;b3S;I;2;;9;LONDRINA;PR;06/2014;211.192;47.476;27.492;32.929;103.253;42;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;;14;SAO PAULO;SP;06/2014;199.104;5.371;30.254;162.616;863;0;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36.900.256;b3S;I;2;;9;CUIABA;MT;06/2014;198.669;12.183;44.714;136.696;5.057;18;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5.883.884;n1;I;3;;19;BARUERI;SP;06/2014;195.042;4.022;4.212;90.244;96.560;3;0
HONDA;51.396;b2;C;3;;198;SAO PAULO;SP;06/2014;192.120;11.620;24.626;135.020;20.838;15;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;;8;SAO PAULO;SP;06/2014;181.072;0;0;0;181.072;0;0
BONSUCESSO;50.706;b1;C;2;;199;BELO HORIZONTE;MG;06/2014;180.546;18.821;8.133;107.870;45.625;97;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UÃO RS;88.894.548;b3S;I;2;;9;CERRO LARGO;RS;06/2014;180.134;37.795;41.478;58.111;42.642;108;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE BELO HORIZONTE E CIDADES PÓLO DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;;9;BELO HORIZONTE;MG;06/2014;179.884;14.797;23.136;128.341;13.589;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81.607.046;b3S;I;2;;9;SAO MIGUEL D'OESTE;SC;06/2014;176.276;25.268;55.534;95.087;354;32;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74.114.042;b3S;I;2;;9;ITAJAI;SC;06/2014;174.674;12.897;46.793;114.940;0;44;0
PORTO SEGURO;51.444;n1;C;2;;197;SAO PAULO;SP;06/2014;162.900;147.334;15.260;240;0;66;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3.960.819;b3S;I;2;;9;GUARATUBA;PR;06/2014;161.681;66.668;22.977;26.339;45.661;35;0
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28.145.829;b4;I;1;;5;VITORIA;ES;06/2014;151.840;37.671;50.631;50.521;12.996;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95.594.941;b3S;I;2;;9;SANTA MARIA;RS;06/2014;151.789;18.303;24.964;57.423;51.025;74;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87.780.268;b3S;I;2;;9;ERECHIM;RS;06/2014;145.365;23.265;37.419;47.648;36.951;82;0
