Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2018;296.877.266;16.456.883;1.039.314;3.154.831;276.226.238;0;0;0
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2018;294.266.060;2.435.242;14.117.836;42.685.733;65.058.942;0;10.273;169.958.033
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2018;293.632.605;4.086.873;27.339.242;55.737.761;174.329.396;0;1.292;32.138.042
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2018;233.365.563;29.493.774;20.535.151;51.920.651;56.095.314;0;9.317;75.311.356
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2018;168.609.086;10.926.756;20.167.955;28.693.589;108.818.272;0;2.514;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2018;118.886.699;3.193.300;14.854.376;37.387.029;49.574.203;0;4.851;13.872.940
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2018;45.634.524;445.226;964.074;10.129.660;24.513.299;0;81;9.582.184
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2018;14.705.956;377.024;139.019;582.433;7.573.629;0;0;6.033.851
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2018;12.281.376;808.095;616.099;402.295;8.916.285;0;0;1.538.601
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2018;12.034.975;138.549;1.336.832;4.650.302;3.723.345;0;2;2.185.945
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2018;10.329.704;2.606.704;0;316.972;7.406.027;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2018;10.275.721;692.044;791.880;4.051.412;4.740.384;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2018;9.934.497;333.436;1.325.102;4.200.727;3.962.659;0;439;112.135
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2018;9.052.183;432.498;247.077;3.739.117;4.502.051;0;63;131.377
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2018;7.782.714;228.152;685.095;4.375.411;2.494.056;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2018;7.771.044;573.491;1.637.732;4.105.806;1.454.012;0;3;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2018;6.773.917;600.494;4.781;642.061;5.526.581;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2018;6.526.766;610.859;444.634;2.303.199;3.168.065;0;8;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2018;5.597.446;101.169;330.474;2.618.394;2.547.409;0;0;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2018;5.180.848;53.963;176.038;710.202;1.102.259;0;0;3.138.386
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2018;4.829.609;0;20.913;660.939;4.147.756;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2018;4.602.657;202.950;363.948;1.419.126;2.616.634;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;03/2018;3.945.653;1.098.607;9.010;2.017.236;820.799;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;03/2018;3.825.751;964;3.560;113.272;2.535.874;0;0;1.172.081
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2018;3.370.446;1.882.290;195.439;754.796;500.849;0;448;36.624
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;03/2018;3.293.305;153.967;145.454;664.614;2.074.384;0;0;254.886
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;03/2018;3.219.356;226.907;77.491;1.073.694;1.137.957;0;3;703.305
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2018;3.051.465;1.422.498;476.411;960.872;191.684;0;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;03/2018;2.985.925;64;12.903;657.212;1.935.694;0;11;380.041
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2018;2.899.981;94.246;638.547;1.839.353;327.836;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;03/2018;2.746.370;97.558;145.588;342.818;2.160.405;0;1;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;03/2018;2.406.662;4.557;0;242.339;2.159.766;0;0;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;03/2018;2.351.971;1.225.610;24.342;145.823;956.197;0;0;0
PAN;31.323;b1;C;2;S3;199;SAO PAULO;SP;03/2018;2.267.556;450.588;260.338;1.120.599;436.031;0;0;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;03/2018;2.055.953;1.824;163.727;333.351;1.557.051;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;03/2018;2.053.273;0;42.352;964.215;1.046.706;0;0;0
BANCO DA AMAZOA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;03/2018;1.998.943;11.122;143.783;189.492;1.654.541;0;4;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;03/2018;1.909.813;128.551;306.486;1.291.857;182.905;0;13;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2018;1.905.559;510.687;268.658;1.052.287;73.927;0;0;0
SCAA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;03/2018;1.851.793;111.905;367.144;1.183.027;189.716;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;03/2018;1.782.925;0;3.668;365.144;1.161.845;0;0;252.268
BANCO COOPERATIVO SICREDI S.A.;1.181.521;b1;I;2;S3;11;PORTO ALEGRE;RS;03/2018;1.771.674;253.354;408.888;1.067.913;41.499;0;20;0
JOHN DEERE;50.071;b1;C;3;S4;199;INDAIATUBA;SP;03/2018;1.713.180;14.651;90.681;1.062.084;545.765;0;0;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;03/2018;1.659.993;54.744;292.554;976.706;335.977;0;11;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;03/2018;1.643.819;197.968;270.596;720.498;454.756;0;0;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;03/2018;1.621.293;792;10.707;211.979;1.397.814;0;0;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;03/2018;1.472.388;98.856;48.904;754.115;570.512;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;03/2018;1.449.971;16.948;29.934;724.248;617.091;0;0;61.750
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;03/2018;1.430.408;0;718;202.165;1.227.525;0;0;0
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;03/2018;1.266.292;8.966;168.331;961.539;127.344;0;112;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;03/2018;1.237.677;38.409;187.534;651.047;360.688;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;03/2018;1.230.821;40.800;4.013;484.447;701.561;0;0;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;03/2018;1.204.360;1.002;22.920;410.625;769.813;0;0;0
BMG;30.290;b1;C;2;S3;199;SAO PAULO;SP;03/2018;1.197.274;312.117;88.926;461.792;334.432;0;7;0
BANCO ABN AMRO S.A.;3.532.415;b1;I;3;S4;8;SAO PAULO;SP;03/2018;1.157.481;0;0;0;1.157.481;0;0;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;03/2018;1.155.049;452.142;426.717;228.110;47.172;0;908;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;03/2018;1.149.379;201.828;157.691;606.587;183.273;0;0;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;03/2018;1.101.428;84.911;34.085;726.597;255.835;0;1;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;03/2018;1.089.925;0;0;88.203;1.001.722;0;0;0
BANCO FORD S.A.;90.731.688;b2;I;3;S4;8;SAO PAULO;SP;03/2018;1.033.485;7.025;227;837.265;188.967;0;0;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;03/2018;1.014.270;208.619;282.716;516.409;6.526;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;03/2018;878.420;58.647;95.849;440.941;282.983;0;0;0
BRB;31.976;b1;C;1;S3;199;BRASILIA;DF;03/2018;849.620;65.848;197.792;510.027;75.939;0;14;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;03/2018;838.536;95.900;324.577;358.296;59.762;0;0;0
GRUPO BONSUCESSO - BS2;52.034;b1;C;2;S4;199;BELO HORIZONTE;MG;03/2018;817.133;23.379;51.671;214.981;527.102;0;0;0
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;03/2018;793.512;21.849;128.808;371.685;271.167;0;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;03/2018;757.737;254.283;408.278;93.397;1.737;0;42;0
BOFA MERRILL LYNCH;51.255;b1;C;3;S3;199;SAO PAULO;SP;03/2018;705.119;0;33.058;473.756;198.305;0;0;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;03/2018;692.355;0;3.484;143.934;544.936;0;0;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;03/2018;691.924;0;0;211.333;387.410;0;0;93.182
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82.937.293;n1;I;1;S4;30;FLORIANOPOLIS;SC;03/2018;665.972;14.375;71.910;484.976;94.711;0;0;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42.898.825;b3S;I;2;S4;9;BELO HORIZONTE;MG;03/2018;645.772;9.973;57.338;488.106;90.351;0;3;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;03/2018;627.805;162.192;170.606;231.540;63.434;0;33;0
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.313.766;n1;I;2;S4;14;SAO PAULO;SP;03/2018;620.823;3.550;92.831;493.046;31.395;0;0;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;03/2018;610.181;77.527;142.590;296.303;93.757;0;3;0
