Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimôo Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;S3;I;1;PORTO ALEGRE;RS;06/2020;16.595.423;13.470.756;13.626.781;12.634.317;2.968.642;83.085;4;0
ALFA;51293;b1;S3;C;2;SAO PAULO;SP;06/2020;16.445.971;8.873.125;13.857.571;12.707.763;2.588.400;60.695;45;2
ORIGINAL;51781;b1;S3;C;2;SAO PAULO;SP;06/2020;14.491.720;6.994.843;12.469.333;11.705.093;2.022.387;-220.403;4;0
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S4;I;3;SAO PAULO;SP;06/2020;14.433.986;835.076;14.162.280;13.791.749;271.707;-38.618;2;0
BANCO GM S.A.;59274605;b2;S3;I;3;SAO PAULO;SP;06/2020;13.848.886;9.160.139;11.065.293;8.241.089;2.783.594;218.858;2;0
BANCO HSBC S.A.;53518684;b1;S4;I;3;SAO PAULO;SP;06/2020;13.481.810;748.971;12.356.132;3.718.380;1.125.678;32.214;2;0
MERCEDES-BENZ;51262;b2;S3;C;3;SAO PAULO;SP;06/2020;13.292.401;12.415.439;11.245.115;10.625.802;2.047.286;80.059;4;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;06/2020;12.403.557;5.623.401;10.287.165;9.186.085;2.116.392;-8.868;28;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;06/2020;12.217.092;2.649.695;11.068.086;4.199.781;1.149.007;47.990;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;06/2020;12.124.561;0;11.804.242;0;320.319;0;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;06/2020;11.890.137;2.824.007;10.261.494;4.558.585;1.628.643;-7.947;2;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;06/2020;11.776.984;2.915.452;10.931.963;8.085.361;845.022;882;4;0
BANCO CLASSICO S.A.;31597552;b1;S3;I;2;RIO DE JANEIRO;RJ;06/2020;11.014.429;0;4.044.045;1.303.592;6.970.384;-417;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;06/2020;10.890.095;9.961.097;9.589.530;9.128.643;1.300.565;66.167;2;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;06/2020;10.819.237;5.172.846;9.819.033;7.706.801;1.000.205;74.183;123;160
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;06/2020;10.437.833;9.635.543;7.698.588;1.534.732;2.739.245;169.483;2;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;06/2020;9.748.413;4.149.238;9.067.938;7.903.316;680.475;14.430;8;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;06/2020;9.629.829;5.897.774;8.195.170;7.851.118;1.434.660;133.995;126;34
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;06/2020;9.566.332;2.072.601;2.175.306;2.049.325;7.391.026;21.578;63;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;06/2020;9.057.794;3.358.593;7.861.565;6.656.418;1.196.230;52.559;2;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;06/2020;8.915.606;6.223.962;7.908.705;7.050.015;1.006.901;80.341;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;06/2020;8.774.493;58.827;8.358.978;1.628.484;415.515;14.065;0;0
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;06/2020;8.656.107;8.035.962;7.186.986;7.095.707;1.469.120;96.596;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;06/2020;8.387.394;113.482;7.820.580;91.999;566.815;18.772;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;06/2020;8.171.375;1.964.005;6.349.174;4.782.721;1.822.201;23.522;2;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;06/2020;8.143.985;7.636.146;7.173.177;2.334.345;970.808;82.578;4;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;06/2020;7.940.553;1.918.197;7.186.742;5.597.178;753.810;6.092;2;0
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;n4;;I;2;OSASCO;SP;06/2020;7.326.954;0;7.140.528;4.306.521;186.427;34.150;1;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;06/2020;6.986.130;5.006.577;5.017.839;4.183.218;1.968.291;25.435;2;0
ADIQ SOLUCOES DE PAGAMENTO S.A.;20520298;n4;;I;2;BELO HORIZONTE;MG;06/2020;6.889.136;0;6.857.979;5.076;31.156;6.477;1;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;06/2020;6.875.071;4.841.386;5.703.463;5.303.345;1.171.608;31.873;4;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;06/2020;6.859.954;3.911.585;5.222.443;4.911.890;1.637.511;148.583;0;102
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;06/2020;6.810.930;6.242.843;5.745.433;5.207.984;1.065.497;58.481;3;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;06/2020;6.588.049;3.674.254;4.858.428;4.353.866;1.729.621;105.578;0;77
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;06/2020;6.548.395;273.937;6.257.423;694;290.972;3.276;0;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;06/2020;6.487.205;0;6.080.348;0;406.857;0;0;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;06/2020;6.345.565;1.985.068;426.014;85.841;5.919.550;166.058;4;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;06/2020;6.306.097;3.690.746;5.503.333;5.199.982;802.764;64.928;18;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;06/2020;6.221.604;3.718;5.945.382;26.099;276.222;5.696;0;1
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;06/2020;6.162.811;2.745.449;5.671.271;5.275.053;491.540;25.531;64;9
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;06/2020;5.928.776;462.012;5.406.605;4.797.431;522.170;6.260;6;0
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;06/2020;5.789.052;5.239.624;4.624.427;4.504.462;1.164.625;52.559;2;0
GRUPO BONSUCESSO - BS2;52034;b1;S4;C;2;BELO HORIZONTE;MG;06/2020;5.453.638;780.920;4.993.011;4.065.435;460.626;-46.900;7;0
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;06/2020;5.179.328;4.030.657;4.112.139;3.900.423;1.067.189;55.284;4;0
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;06/2020;5.042.052;3.341.611;4.172.526;3.995.552;869.526;82.747;3;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2020;5.006.122;2.722.928;4.770.318;4.238.310;235.803;21.472;6;1
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;06/2020;5.002.888;3.711.529;4.009.185;2.262.209;993.703;-39.009;2;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;06/2020;4.593.387;3.021.367;3.841.577;2.959.115;751.810;1.655;0;33
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;06/2020;4.538.629;180.424;4.149.899;196.623;388.730;0;0;0
MODAL;51963;b1;S4;C;2;RIO DE JANEIRO;RJ;06/2020;4.518.018;82.979;4.150.893;3.360.374;367.125;3.996;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO PARANÁ/SÃO PAULO - SICREDI UÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;06/2020;4.500.307;2.649.722;4.008.704;2.775.033;491.603;19.400;0;109
SCAA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;06/2020;4.375.761;4.220.958;3.911.481;3.775.350;464.280;41.020;2;0
CENTRAL SICOOB U DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIAA;GO;06/2020;4.277.649;36.599;4.115.222;0;162.427;6.761;0;0
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;06/2020;4.240.250;838.979;3.614.460;1.797.369;625.790;7.407;2;0
OM;50940;b1;S4;C;2;SAO PAULO;SP;06/2020;4.197.847;3.146.066;3.761.668;3.116.460;436.179;99.116;6;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;06/2020;4.191.611;40.813;4.017.709;2.787.969;173.902;8.922;0;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;06/2020;3.977.748;2.761.378;3.410.520;3.284.609;567.228;28.832;11;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;06/2020;3.951.066;75.289;3.730.910;129.069;220.155;4.512;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;06/2020;3.807.080;2.435.488;3.338.994;2.522.162;468.086;35.548;0;70
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;06/2020;3.801.037;2.581.605;3.067.913;1.781.798;733.124;74.368;0;30
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;06/2020;3.648.969;1.936.766;3.159.075;2.466.412;489.894;10.453;2;0
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;06/2020;3.604.614;398.580;3.352.367;3.229.733;252.247;-190.745;10;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;06/2020;3.455.269;2.021.832;3.086.697;2.236.952;368.573;26.024;0;94
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;06/2020;3.215.161;2.339.179;2.559.618;1.209.216;655.543;7.755;2;0
BANCOSEGURO S.A.;10264663;b1;S4;I;2;SAO PAULO;SP;06/2020;3.187.252;14.462;2.746.747;2.322.259;440.505;23.706;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;06/2020;3.150.049;1.580.405;2.695.720;2.375.686;454.329;35.220;0;42
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;06/2020;3.148.131;1.574.541;2.649.653;2.581.378;498.478;38.341;0;33
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIAA;GO;06/2020;3.143.589;1.829.918;2.623.911;2.550.961;519.678;47.684;0;34
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;06/2020;3.125.869;153.780;2.961.738;0;164.131;2.939;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;06/2020;3.090.769;1.447.766;2.273.918;2.179.455;816.851;81.504;0;46
BANCO DA CHINA BRASIL S.A.;10690848;b1;S4;I;3;SAO PAULO;SP;06/2020;3.068.764;1.016.975;2.708.261;1.813.561;360.503;6.935;2;1
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;06/2020;3.061.720;1.849.049;2.665.593;2.374.222;396.127;52.620;0;77
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;06/2020;2.988.655;2.655.893;2.390.604;903.040;598.051;23.852;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;06/2020;2.967.398;1.364.676;2.637.454;2.235.753;329.945;31.172;0;30
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;06/2020;2.928.192;854.070;2.559.616;1.597.555;368.576;30.977;13;1
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;06/2020;2.879.214;1.563.370;2.406.068;1.791.538;473.146;34.541;0;45
UPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;06/2020;2.863.142;1.269.280;2.346.731;2.211.216;516.411;26.299;0;28
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UCRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UCRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;06/2020;2.847.366;0;2.717.832;0;129.534;517;0;0
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;06/2020;2.805.683;1.642.374;2.246.132;1.947.404;559.551;38.681;4;0
BANCO A.J. RENNER S.A.;92874270;b1;S4;I;2;PORTO ALEGRE;RS;06/2020;2.793.438;1.550.268;2.562.732;2.017.070;230.707;13.948;3;8
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;06/2020;2.776.373;1.734.066;2.137.411;1.675.615;638.962;8.561;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;06/2020;2.773.548;1.762.915;2.383.245;1.935.217;390.303;40.776;0;32
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;06/2020;2.667.781;1.908.981;1.936.047;1.733.430;731.734;-1.726;2;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;06/2020;2.665.316;1.172.386;2.452.746;2.402.332;212.570;-10.733;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;06/2020;2.653.623;0;2.512.964;0;140.659;825;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;S4;I;3;SAO PAULO;SP;06/2020;2.568.153;1.773.514;2.213.896;2.185.164;354.257;2.415;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;06/2020;2.557.931;1.474.579;2.043.312;1.477.687;514.619;53.156;0;32
C6 BANK;52072;b1;S4;C;2;SAO PAULO;SP;06/2020;2.544.448;280.020;2.085.130;1.828.127;459.318;-124.395;4;0
BANCO DIGIO S.A.;27098060;b2;S4;I;3;BARUERI;SP;06/2020;2.529.460;1.680.439;2.142.111;1.056.264;387.349;-9.243;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;06/2020;2.508.282;1.623.739;2.213.388;1.704.299;294.894;30.142;0;49
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;06/2020;2.499.302;1.756.885;1.905.159;1.842.797;594.142;54.560;0;5
CENTRAL DAS COOPERATIVAS DE CREDITO UCOOB - SICOOB CENTRAL UCOOB;5036532;b3C;S4;I;2;MARINGA;PR;06/2020;2.430.546;6.574;2.300.577;0;129.969;-631;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;06/2020;2.392.931;1.188.335;1.939.305;1.474.524;453.625;39.711;0;15
BANCO RODOBENS S.A.;33603457;b1;S4;I;2;SAO PAULO;SP;06/2020;2.351.348;1.338.584;1.778.634;1.645.830;572.715;31.522;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;06/2020;2.338.273;1.429.801;1.836.669;1.158.943;501.604;53.676;0;25
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;06/2020;2.296.006;1.345.033;1.890.066;1.359.544;405.940;52.477;0;39
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;06/2020;2.289.389;1.813.955;1.747.854;1.502.017;541.535;38.847;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;06/2020;2.277.993;759.203;1.776.571;1.595.967;501.422;33.501;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;06/2020;2.274.666;1.698.163;1.901.554;1.402.511;373.113;38.376;0;42
BMW;51420;n1;S4;C;3;SAO PAULO;SP;06/2020;2.261.915;1.871.850;1.836.566;1.777.195;425.349;14.992;4;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;06/2020;2.216.574;1.424.081;1.682.910;1.459.684;533.663;44.857;0;20
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;S4;I;1;CURITIBA;PR;06/2020;2.183.530;1.185.569;362.632;271.899;1.820.898;19.258;2;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;06/2020;2.142.574;2.079.382;1.226.948;1.065.696;915.626;13.461;2;0
