Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total Geral;Prefixado;TR / TBF;TJLP;TLP;Libor;Outras Taxas Pós-Fixadas;Carteira ativa com indexador CDI;SELIC;Outras Taxas Flutuantes;IGPM;IPCA;IPCC;Outros Índices de Preço;Outros Indexadores;Total não Individualizado;Total Exterior;
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;06/2020;10.988.649;7.748.918;26.517;238.990;49.354;0;1.400.979;427.005;0;24;1.069.809;0;0;26.648;0;403;0
NU PAGAMENTOS S.A.;18.236.120;n4;I;2;;41;SAO PAULO;SP;06/2020;10.769.411;10.559.848;0;0;0;0;0;0;0;0;0;0;0;0;0;209.562;0
BANCOOB;51.750;b1;C;2;S3;199;BRASILIA;DF;06/2020;9.994.949;8.559.864;0;81.368;0;0;0;1.081.450;10.812;0;0;260.739;0;0;220;497;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;06/2020;9.960.288;9.794.598;0;163.875;0;0;0;0;1.815;0;0;0;0;0;0;0;0
BANCO CSF S.A.;8.357.240;b2;I;3;S3;8;SAO PAULO;SP;06/2020;9.635.543;9.628.626;0;0;0;0;0;0;0;0;0;0;0;0;0;6.918;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;06/2020;8.873.149;6.388.945;0;163.867;192.777;0;2.278;1.957.018;168.196;0;0;0;0;0;0;69;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;06/2020;8.691.618;3.684.187;0;0;0;0;0;981.128;0;0;3.918;0;0;0;2.324.095;747;1.697.543
BANCO GM S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;06/2020;8.623.627;8.623.625;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BANCO JOHN DEERE S.A.;91.884.981;b1;I;3;S3;8;INDAIATUBA;SP;06/2020;8.035.962;6.949.965;0;27.090;40.736;998.491;0;0;19.680;0;0;0;0;0;0;0;0
PORTO SEGURO;51.444;n1;C;2;S4;197;SAO PAULO;SP;06/2020;7.640.620;7.639.414;0;0;0;0;0;0;0;0;0;0;0;0;0;1.206;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;06/2020;7.033.961;279.533;0;0;0;933.000;0;4.066.970;0;0;0;1.259.725;0;0;0;0;494.733
BANCO DE LAGE LANDEN BRASIL S.A.;5.040.481;b2;I;3;S4;8;PORTO ALEGRE;RS;06/2020;6.242.843;6.090.102;0;22.824;44.934;0;0;82.401;2.582;0;0;0;0;0;0;0;0
BANCO TOYOTA DO BRASIL S.A.;3.215.790;b2;I;3;S4;8;SAO PAULO;SP;06/2020;6.223.962;6.223.962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;S3;8;BELEM;PA;06/2020;5.897.774;5.887.654;6.428;0;0;0;95;0;0;0;3.542;0;0;0;0;55;0
INTER;51.884;b1;C;2;S4;199;BELO HORIZONTE;MG;06/2020;5.623.338;2.722.860;406.347;0;0;0;2.485.437;7.400;0;0;0;0;0;0;0;1.294;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;06/2020;5.245.985;4.773.975;0;400.066;0;0;0;0;70.591;0;1.353;0;0;0;0;0;0
MERCANTIL DO BRASIL;20.152;b1;C;2;S3;199;BELO HORIZONTE;MG;06/2020;5.172.887;4.330.673;100.138;0;0;0;94.029;615.162;5.192;0;0;197;0;0;0;1.616;25.879
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;06/2020;5.006.577;1.494.553;100.848;1.038.687;0;0;192;0;645.001;6.612;222.119;79.101;0;11.049;1.408.414;1;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;06/2020;4.842.537;151.718;0;0;0;0;0;1.483.803;0;0;0;0;0;0;3.207.016;0;0
BANESTES;30.159;b1;C;1;S3;199;VITORIA;ES;06/2020;4.709.341;2.700.382;575.543;19.180;3.990;0;2.176;1.284.738;0;0;1.148;0;0;0;48.317;144;0
PARANÁ BANCO;30.881;b1;C;2;S4;199;CURITIBA;PR;06/2020;4.654.264;4.622.617;0;0;0;0;1.530;10.872;0;0;18.291;0;0;0;0;953;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;06/2020;4.631.790;378.028;0;0;0;0;915;2.201.554;0;0;0;7.775;0;27.283;304.976;0;1.711.260
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;06/2020;4.588.164;275.756;0;0;0;0;0;263.718;0;4.048.690;0;0;0;0;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;06/2020;4.422.911;2.442.814;0;0;0;0;0;1.980.097;0;0;0;0;0;0;0;0;0
SCAA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;06/2020;4.220.958;4.220.958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONDA;51.396;b2;C;3;S4;198;SAO PAULO;SP;06/2020;4.030.653;4.030.639;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
BANCO DA AMAZOA S.A.;4.902.979;b1;I;1;S3;2;BELEM;PA;06/2020;3.939.572;2.079.552;324.918;65.636;0;0;497.312;786.123;112.126;383;2.803;0;0;0;70.701;18;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82.639.451;b3S;I;2;S5;9;BLUMENAU;SC;06/2020;3.908.968;2.993.828;164.540;1.320;0;0;0;748.926;0;0;0;0;0;0;0;354;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.464.032;n1;I;2;S4;14;SAO PAULO;SP;06/2020;3.711.488;3.669.246;0;0;0;0;0;0;0;0;0;0;0;0;0;42.242;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;06/2020;3.690.746;1.202.443;0;0;0;0;0;2.217.282;0;0;0;30.896;0;0;168.737;20;71.369
COOPERATIVA DE CREDITO CREDICITRUS;54.037.916;b3S;I;2;S4;9;BEBEDOURO;SP;06/2020;3.674.254;2.413.808;5.390;1.417;0;0;0;1.253.494;142;0;0;0;0;0;0;4;0
SOCIETE GENERALE;31.859;b1;C;3;S3;199;SAO PAULO;SP;06/2020;3.527.668;2.449.631;0;0;0;0;37.199;1.040.838;0;0;0;0;0;0;0;0;0
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;06/2020;3.358.593;1.821.588;0;0;0;0;214.013;1.091.448;0;0;0;0;0;0;87.042;4;144.498
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;06/2020;3.341.611;3.341.609;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
OM;50.940;b1;C;2;S4;199;SAO PAULO;SP;06/2020;3.146.085;3.139.623;0;0;0;0;0;2.670;0;0;0;0;0;0;0;3.791;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71.328.769;b3S;I;2;S4;9;SERTAOZINHO;SP;06/2020;3.021.367;1.381.695;867;0;0;0;2.330;1.613.774;90;0;0;0;0;0;22.608;2;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;06/2020;2.974.038;1.143.129;0;22.076;0;0;25.147;1.334.309;6.474;0;11.352;75.999;0;0;283.885;1;71.667
BANCO MUFG BRASIL S.A.;60.498.557;b1;I;3;S3;8;SAO PAULO;SP;06/2020;2.968.813;1.175.203;0;1.179;21.330;0;120;564.851;0;0;0;0;0;0;1.206.129;0;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62.331.228;b1;I;3;S3;8;SAO PAULO;SP;06/2020;2.824.007;1.119.514;0;0;0;0;0;577.756;0;1.126.737;0;0;0;0;0;0;0
INDUSTRIAL DO BRASIL;50.988;b1;C;2;S4;199;SAO PAULO;SP;06/2020;2.761.472;1.737.363;0;352;0;0;47.577;10.145;551.603;0;3.513;0;0;0;308.172;41;102.706
BANCO DO ESTADO DE SERGIPE S.A.;13.009.717;b1;I;1;S4;8;ARACAJU;SE;06/2020;2.745.117;2.135.687;403.120;298;0;0;0;123.715;0;0;1.039;0;0;0;81.107;152;0
MÁXIMA;50.201;b1;C;2;S4;199;RIO DE JANEIRO;RJ;06/2020;2.713.749;2.226.520;131;0;0;0;17.137;388.801;0;0;80.923;0;0;0;0;238;0
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27.351.731;n1;I;3;S4;14;PORTO ALEGRE;RS;06/2020;2.655.893;2.616.509;0;0;0;0;0;0;0;0;0;0;0;0;0;39.385;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO PARANÁ/SÃO PAULO - SICREDI UÃO PR/SP;79.342.069;b3S;I;2;S4;9;MARINGA;PR;06/2020;2.649.722;2.008.335;385.231;0;0;0;0;255.307;0;0;0;0;0;812;0;37;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26.529.420;b3S;I;2;S4;9;LUCAS DO RIO VERDE;MT;06/2020;2.581.605;1.698.395;115.650;129;1;0;368.663;398.752;0;0;0;0;0;0;0;14;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29.030.467;b1;I;3;S4;8;SAO PAULO;SP;06/2020;2.499.302;672.645;0;0;0;0;1.639.926;186.731;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78.414.067;b3S;I;2;S4;9;MEDIANEIRA;PR;06/2020;2.435.488;1.501.559;238.570;0;0;0;0;695.335;0;0;0;0;0;0;0;25;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43.180.355;n1;I;2;S4;14;SAO PAULO;SP;06/2020;2.339.349;2.301.799;0;0;0;0;0;0;0;0;0;0;0;0;0;37.550;0
MIZUHO;51.554;b1;I;3;S4;199;SAO PAULO;SP;06/2020;2.237.680;1.174.154;0;0;0;0;0;219.479;0;0;0;0;0;0;0;0;844.047
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;06/2020;2.079.382;1.859.741;0;73.296;0;0;3.431;123.183;0;0;0;0;0;0;19.732;0;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655.522;n1;I;2;S3;25;BRASILIA;DF;06/2020;2.072.601;281.206;1.674.346;0;0;0;0;0;0;0;0;117.046;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81.099.491;b3S;I;2;S4;9;PALOTINA;PR;06/2020;2.021.832;1.644.730;53.639;0;0;0;0;323.445;0;0;0;0;0;0;0;18;0
CREFISA;52.010;b1;C;2;S4;199;SAO PAULO;SP;06/2020;1.985.245;1.973.737;0;0;0;0;0;10.867;0;0;0;0;0;0;0;641;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60.518.222;b1;I;3;S3;8;SAO PAULO;SP;06/2020;1.964.005;844.059;0;0;0;164.893;39;943.937;0;0;0;0;0;0;0;0;11.076
BANCO TRIANGULO S.A.;17.351.180;b1;I;2;S4;8;UBERLANDIA;MG;06/2020;1.936.764;1.546.205;0;21.259;9.517;0;0;354.738;228;0;0;0;0;0;0;4.817;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2.885.855;n1;I;1;S4;30;PORTO ALEGRE;RS;06/2020;1.908.981;1.084.887;25.732;272.670;118.450;0;0;0;337.099;0;14.037;1.022;0;44.480;10.605;0;0
BMW;51.420;n1;C;3;S4;197;SAO PAULO;SP;06/2020;1.871.850;1.871.850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78.825.270;b3S;I;2;S5;9;CHAPECO;SC;06/2020;1.849.049;1.205.867;11.166;270;0;0;0;631.540;188;0;0;0;0;0;0;17;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37.395.399;b3S;I;2;S5;9;GOIAA;GO;06/2020;1.829.918;775.521;0;0;0;0;0;1.022.937;0;0;31.455;0;0;0;0;6;0
BANCO IBM S.A.;34.270.520;b2;I;3;S4;8;RIO DE JANEIRO;RJ;06/2020;1.813.955;340.512;0;0;0;0;0;1.470.606;0;2.677;0;0;0;0;159;0;0
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55.230.916;b1;I;3;S4;8;SAO PAULO;SP;06/2020;1.773.514;1.423.580;0;0;0;0;105.731;244.202;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90.608.712;b3S;I;2;S4;9;CARLOS BARBOSA;RS;06/2020;1.762.915;410.076;202.251;0;0;0;0;1.150.578;0;0;0;0;0;0;0;10;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1.658.426;b3S;I;2;S5;9;BRASILIA;DF;06/2020;1.756.885;56.395;1.700.484;0;0;0;0;0;0;0;0;0;0;0;0;6;0
BANCO CARGILL S.A.;3.609.817;b1;I;3;S4;8;SAO PAULO;SP;06/2020;1.734.066;365.041;0;0;0;0;0;0;0;0;0;0;0;0;1.369.025;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔA LTDA. - SICOOB CREDISUL.;3.632.872;b3S;I;2;S5;9;VILHENA;RO;06/2020;1.698.163;1.566.866;29.624;0;0;0;0;101.669;0;0;0;0;0;0;0;4;0
BANCO DIGIO S.A.;27.098.060;b2;I;3;S4;8;BARUERI;SP;06/2020;1.680.496;1.676.583;0;0;0;0;0;0;0;0;0;0;0;0;0;3.913;0
AGIBANK;51.956;b1;C;2;S4;199;PORTO ALEGRE;RS;06/2020;1.642.373;1.640.774;0;0;0;0;0;0;0;0;0;0;0;0;0;1.599;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UESTADOS;87.780.268;b3S;I;2;S4;9;ERECHIM;RS;06/2020;1.623.739;799.017;122.255;0;0;0;550;701.911;0;0;0;0;0;0;0;6;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91.586.982;b3S;I;2;S4;9;NOVA PETROPOLIS;RS;06/2020;1.580.405;468.317;82.839;0;0;0;0;1.028.701;0;0;0;0;0;530;0;19;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42.898.825;b3S;I;2;S5;9;BELO HORIZONTE;MG;06/2020;1.574.541;422.558;0;0;0;0;0;1.151.981;0;0;0;0;0;0;0;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UÃO RS;88.894.548;b3S;I;2;S4;9;CERRO LARGO;RS;06/2020;1.563.370;951.053;89.937;1.770;0;0;0;520.599;0;0;0;0;0;0;0;12;0
BANCO A.J. RENNER S.A.;92.874.270;b1;I;2;S4;8;PORTO ALEGRE;RS;06/2020;1.550.268;1.521.712;0;0;0;0;0;28.530;0;0;0;0;0;0;0;27;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26.408.161;b3S;I;2;S4;9;DOURADOS;MS;06/2020;1.474.579;1.148.504;0;0;0;0;0;326.057;0;0;0;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;S4;9;CANARANA;MT;06/2020;1.449.991;502.269;140.482;0;0;0;17.191;790.045;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;S4;9;CAMPO VERDE;MT;06/2020;1.448.862;926.902;18.215;0;1;0;237.727;266.010;0;0;0;0;0;0;0;7;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81.723.108;b3S;I;2;S4;9;CAMPO MOURAO;PR;06/2020;1.447.803;1.443.685;0;0;0;0;0;0;0;0;0;0;0;4.117;0;0;0
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10.663.610;n1;I;1;S4;30;SAO PAULO;SP;06/2020;1.441.051;115.946;0;282.423;271.798;0;0;0;329.345;0;0;258.800;0;182.738;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88.038.260;b3S;I;2;S4;9;CRUZ ALTA;RS;06/2020;1.429.801;825.715;18.421;0;0;0;0;580.922;0;0;0;0;0;4.736;2;4;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32.430.233;b3S;I;2;S5;9;LINHARES;ES;06/2020;1.424.081;684.477;305;0;0;0;0;739.284;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81.466.286;b3S;I;2;S4;9;PONTA GROSSA;PR;06/2020;1.364.676;771.781;146.693;0;0;0;0;446.187;0;0;0;0;0;0;0;15;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32.995.755;b3S;I;2;S4;9;TANGARA DA SERRA;MT;06/2020;1.345.033;1.057.740;44.335;0;0;0;18.584;224.361;0;0;0;0;0;0;0;14;0
BANCO RODOBENS S.A.;33.603.457;b1;I;2;S4;8;SAO PAULO;SP;06/2020;1.338.584;1.024.662;64.532;32.421;0;0;514;120.710;6.533;425;33.649;40.709;0;14.376;53;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;06/2020;1.330.675;1.330.672;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24.795.049;b3S;I;2;S5;9;RIO VERDE;GO;06/2020;1.323.129;915.889;5.706;30.386;0;0;0;371.148;0;0;0;0;0;0;0;0;0
UPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2.398.976;b3S;I;2;S4;9;LONDRINA;PR;06/2020;1.268.870;576.138;0;5;0;0;0;692.702;0;0;0;0;0;23;0;1;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97.406.706;n1;I;3;S4;19;BARUERI;SP;06/2020;1.202.442;930.858;0;0;0;0;0;255.935;0;0;0;0;0;0;15.649;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26.555.235;b3S;I;2;S4;9;SORRISO;MT;06/2020;1.188.335;977.872;0;0;0;0;29.261;181.195;0;0;0;0;0;0;0;7;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;S4;30;CURITIBA;PR;06/2020;1.185.569;137.469;0;670.291;66.355;0;8.770;0;25.381;0;0;277.302;0;0;0;2;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17.453.575;b1;I;3;S4;8;SAO PAULO;SP;06/2020;1.172.386;195.720;0;0;0;0;0;473.144;0;0;0;0;0;0;503.522;0;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;S4;8;SAO PAULO;SP;06/2020;1.148.550;392.630;811;0;0;0;0;670.784;0;0;14.699;0;0;76;69.550;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UÃO MS/TO;24.654.881;b3S;I;2;S4;9;CAMPO GRANDE;MS;06/2020;1.133.067;961.390;16.540;0;0;0;105.098;50.025;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37.442.605;b3S;I;2;S4;9;COLIDER;MT;06/2020;1.096.862;951.957;10.968;0;0;0;0;133.923;0;0;0;0;0;0;0;14;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87.733.770;b3S;I;2;S4;9;RODEIO BOTO;RS;06/2020;1.080.171;515.740;60.844;0;0;0;0;503.582;0;0;0;0;0;0;0;5;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;9;VENDA NOVA DO IMIGRANTE;ES;06/2020;1.077.922;498.453;2.378;0;0;0;0;577.070;0;0;0;0;0;0;0;22;0
BANCO DA CHINA BRASIL S.A.;10.690.848;b1;I;3;S4;8;SAO PAULO;SP;06/2020;1.016.975;85.432;0;0;0;0;0;495.814;0;0;0;0;0;0;435.729;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDOENSE - SICOOB CREDIP.;2.015.588;b3S;I;2;S5;9;PIMENTA BUENO;RO;06/2020;1.005.359;931.269;9.595;0;0;0;0;64.468;0;0;0;0;0;0;0;28;0
