Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimôo Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento;
HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;53518684;b2;S4;I;3;SAO PAULO;SP;03/2020;12.441.934;485.062;11.361.488;4.131.116;1.080.447;-3.274;2;0
DEUTSCHE BANK S.A. - BANCO ALEMAO;62331228;b1;S3;I;3;SAO PAULO;SP;03/2020;11.618.314;2.537.883;9.970.428;3.840.258;1.647.886;11.987;2;0
PINE;50304;b1;S3;C;2;SAO PAULO;SP;03/2020;11.268.871;3.373.127;10.427.047;7.937.023;841.824;-2.282;8;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;S4;I;3;SAO PAULO;SP;03/2020;11.169.983;2.684.648;10.027.992;4.794.867;1.141.991;42.346;2;0
BANCO CSF S.A.;8357240;b2;S3;I;3;SAO PAULO;SP;03/2020;10.983.368;10.174.504;8.289.630;1.864.063;2.693.738;124.070;2;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;S3;I;3;CURITIBA;PR;03/2020;10.905.049;10.490.302;9.621.886;9.183.573;1.283.164;39.788;2;0
INTER;51884;b1;S4;C;2;BELO HORIZONTE;MG;03/2020;10.485.774;5.140.560;8.337.284;7.356.520;2.148.490;-9.859;28;0
MERCANTIL DO BRASIL;20152;b1;S3;C;2;BELO HORIZONTE;MG;03/2020;10.153.444;5.108.920;9.174.389;7.210.793;979.055;47.170;122;129
BANCO JOHN DEERE S.A.;91884981;b1;S3;I;3;INDAIATUBA;SP;03/2020;9.469.302;8.995.759;8.059.592;7.970.929;1.409.710;39.477;2;0
BANCO CLASSICO S.A.;31597552;b1;S3;I;2;RIO DE JANEIRO;RJ;03/2020;9.393.683;0;3.309.664;1.294.402;6.084.019;-417;2;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;S3;I;1;BELEM;PA;03/2020;9.368.051;5.798.088;7.947.848;7.604.047;1.420.203;54.729;126;34
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;S4;I;3;SAO PAULO;SP;03/2020;9.148.682;7.205.291;8.188.540;7.344.847;960.143;33.583;2;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;03/2020;9.035.610;2.105.972;2.084.825;1.988.265;6.950.786;7.574;63;0
BOCOM;52003;b1;S4;C;3;SALVADOR;BA;03/2020;8.942.888;4.371.138;8.269.312;7.200.160;673.576;10.571;8;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;03/2020;8.932.992;0;8.612.664;0;320.328;0;0;0
PORTO SEGURO;51444;n1;S4;C;2;SAO PAULO;SP;03/2020;8.440.502;8.014.254;7.466.107;2.237.116;974.395;64.134;4;0
NU FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;30680829;n1;S4;I;3;SAO PAULO;SP;03/2020;8.417.299;897.377;8.131.082;8.033.337;286.217;-23.144;2;0
MIZUHO;51554;b1;S4;I;3;SAO PAULO;SP;03/2020;8.069.203;1.727.021;7.321.561;5.332.653;747.642;4.505;2;0
BANCO FIBRA S.A.;58616418;b1;S3;I;2;SAO PAULO;SP;03/2020;8.025.992;3.262.735;6.838.088;5.441.737;1.187.904;47.743;2;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;S3;I;3;SAO PAULO;SP;03/2020;7.866.463;1.538.932;6.058.515;4.824.333;1.807.948;7.381;2;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;03/2020;7.263.132;85.530;6.888.795;1.550.175;374.337;0;0;0
BANCO ABN AMRO S.A.;3532415;b1;S4;I;3;SAO PAULO;SP;03/2020;6.898.463;986.938;6.279.786;2.514.209;618.677;1.869;2;0
ADIQ SOLUCOES DE PAGAMENTO S.A.;20520298;n4;;I;2;BELO HORIZONTE;MG;03/2020;6.763.039;0;6.736.087;5.029;26.952;2.273;1;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;03/2020;6.761.378;133.293;6.187.405;100.860;573.973;10.503;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;S4;I;3;PORTO ALEGRE;RS;03/2020;6.673.876;6.290.071;5.639.915;5.137.276;1.033.961;26.945;3;0
SOFISA;31873;b1;S4;C;2;SAO PAULO;SP;03/2020;6.502.233;3.908.531;5.729.311;5.528.779;772.921;30.498;18;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;03/2020;6.352.789;3.505.269;4.696.679;4.399.896;1.656.110;73.280;0;101
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;S3;I;1;BELO HORIZONTE;MG;03/2020;6.140.628;4.469.159;4.301.780;3.482.199;1.838.848;22.358;2;0
CREFISA;52010;b1;S4;C;2;SAO PAULO;SP;03/2020;6.123.382;2.252.889;337.941;41.048;5.785.441;93.563;4;0
PARANÁ BANCO;30881;b1;S4;C;2;CURITIBA;PR;03/2020;5.921.095;4.257.921;4.708.536;4.356.994;1.212.559;16.347;4;0
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;03/2020;5.919.660;3.480.418;4.229.040;3.743.957;1.690.620;62.199;0;69
BANCO VOLVO BRASIL S.A.;58017179;b2;S4;I;3;CURITIBA;PR;03/2020;5.882.179;5.329.129;4.732.609;4.636.168;1.149.570;37.504;2;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;S4;I;1;ARACAJU;SE;03/2020;5.848.287;2.791.301;5.397.775;4.981.303;450.512;16.655;64;9
BANCO FIDIS S/A;62237425;b2;S4;I;3;BETIM;MG;03/2020;5.532.990;4.362.784;4.697.416;4.594.733;835.574;48.565;3;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;03/2020;5.479.347;283.439;5.191.477;689;287.870;201;0;1
HONDA;51396;b2;S4;C;3;SAO PAULO;SP;03/2020;5.437.676;4.212.263;4.402.658;4.247.438;1.035.018;23.113;4;0
GRUPO BONSUCESSO - BS2;52034;b1;S4;C;2;BELO HORIZONTE;MG;03/2020;5.104.194;803.150;4.631.272;3.923.352;472.921;-34.537;7;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;03/2020;5.043.191;0;4.636.316;0;406.875;1;0;0
HAITONG;51482;b2;S3;C;3;SAO PAULO;SP;03/2020;4.989.429;415.935;4.470.182;3.758.447;519.247;6.388;6;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;03/2020;4.803.937;0;4.531.518;4.324.771;272.419;2.643;0;1
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;03/2020;4.798.315;4.497.486;3.727.050;1.688.121;1.071.265;38.430;2;0
BANCO CARGILL S.A.;3609817;b1;S4;I;3;SAO PAULO;SP;03/2020;4.398.298;1.660.480;3.771.722;1.424.803;626.576;-3.787;2;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;03/2020;4.266.494;108.197;3.877.764;184.645;388.730;0;0;0
MODAL;51963;b1;S4;C;2;RIO DE JANEIRO;RJ;03/2020;4.200.183;93.974;3.839.107;3.055.460;361.076;31;6;0
MÁXIMA;50201;b1;S4;C;2;RIO DE JANEIRO;RJ;03/2020;4.179.808;1.031.223;3.949.074;3.688.922;230.734;13.151;6;1
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;03/2020;4.156.310;27.330;3.996.024;2.877.058;160.287;3.038;0;0
SCAA BANCO S.A.;11417016;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;03/2020;4.145.685;4.039.774;3.698.460;3.579.486;447.225;23.965;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO PARANÁ/SÃO PAULO - SICREDI UÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;03/2020;3.984.726;2.590.429;3.507.820;2.403.248;476.906;5.194;0;109
OM;50940;b1;S4;C;2;SAO PAULO;SP;03/2020;3.940.572;3.325.561;3.591.594;2.939.746;348.978;10.472;6;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;03/2020;3.923.392;2.821.414;3.160.103;2.412.387;763.289;14.859;0;33
CENTRAL SICOOB U DE COOPERATIVAS DE CRÉDITO;4243780;b3C;S4;I;2;GOIAA;GO;03/2020;3.864.443;55.998;3.707.746;0;156.697;3.727;0;0
MERCADOPAGO.COM REPRESENTACOES LTDA.;10573521;n4;;I;2;OSASCO;SP;03/2020;3.817.668;0;3.621.889;2.429.927;195.779;34.849;1;0
INDUSTRIAL DO BRASIL;50988;b1;S4;C;2;SAO PAULO;SP;03/2020;3.794.749;2.869.327;3.243.836;3.133.628;550.913;14.349;11;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;03/2020;3.646.965;2.539.725;2.939.599;1.831.979;707.366;33.340;0;27
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;03/2020;3.559.424;2.355.415;3.112.493;2.310.184;446.931;16.559;0;69
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;03/2020;3.356.488;3.245.310;2.781.553;882.943;574.934;735;2;0
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;03/2020;3.332.918;95.680;3.147.389;146.213;185.529;404;0;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;03/2020;3.283.516;1.238.148;2.528.582;2.436.138;754.934;32.884;0;46
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;03/2020;3.253.709;1.983.977;2.898.233;2.138.569;355.476;11.981;0;92
BANCO TRIANGULO S.A.;17351180;b1;S4;I;2;UBERLANDIA;MG;03/2020;3.166.138;2.004.036;2.696.929;2.020.547;469.209;6.583;2;0
INDUSVAL;50531;b1;S4;C;2;SAO PAULO;SP;03/2020;3.086.776;412.360;2.796.141;2.644.700;290.635;-152.286;10;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;03/2020;2.984.959;2.744.798;2.339.049;735.712;645.910;-1.877;2;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;03/2020;2.957.218;1.433.457;2.482.080;2.421.302;475.138;19.615;0;34
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIAA;GO;03/2020;2.829.211;1.685.916;2.294.039;2.203.116;535.172;18.243;0;34
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;03/2020;2.776.228;1.483.073;2.315.431;2.007.843;460.797;16.302;0;42
UPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;03/2020;2.717.403;1.229.725;2.204.157;2.043.807;513.246;7.517;0;28
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UCRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UCRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;03/2020;2.708.283;0;2.583.654;0;124.630;-225;0;0
RENDIMENTO;51468;b1;S4;C;2;SAO PAULO;SP;03/2020;2.677.119;925.995;2.315.048;1.512.272;362.071;24.465;13;1
AGIBANK;51956;b1;S4;C;2;PORTO ALEGRE;RS;03/2020;2.673.755;1.774.204;2.113.703;1.888.336;560.052;41.707;4;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;03/2020;2.670.085;1.722.341;2.291.299;2.006.669;378.786;28.903;0;77
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;03/2020;2.631.596;1.934.292;1.905.674;1.770.146;725.923;-6.942;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;03/2020;2.592.196;1.637.556;2.114.826;1.446.604;477.370;20.101;0;45
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;S4;I;2;CABEDELO;PB;03/2020;2.533.099;164.227;2.370.768;0;162.331;1.364;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;03/2020;2.531.292;1.625.902;2.160.226;1.735.181;371.066;20.256;0;32
BANCO A.J. RENNER S.A.;92874270;b1;S4;I;2;PORTO ALEGRE;RS;03/2020;2.522.265;1.570.767;2.296.192;1.768.159;226.074;11.128;3;8
BANCO DIGIO S.A.;27098060;b2;S4;I;3;BARUERI;SP;03/2020;2.514.278;1.697.495;2.123.659;1.235.345;390.619;-6.269;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;03/2020;2.468.476;1.140.397;2.028.901;1.523.781;439.576;12.390;0;15
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;03/2020;2.467.517;1.760.688;1.843.378;1.781.073;624.138;28.742;0;5
INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;55230916;b1;S4;I;3;SAO PAULO;SP;03/2020;2.467.165;1.579.758;2.112.827;2.098.635;354.338;1.727;2;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;S4;I;3;SAO PAULO;SP;03/2020;2.460.392;1.024.717;2.246.279;2.063.707;214.113;-3.628;2;0
BANCO IBM S.A.;34270520;b2;S4;I;3;RIO DE JANEIRO;RJ;03/2020;2.421.836;1.958.452;1.904.686;1.622.879;517.150;14.462;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;03/2020;2.409.363;1.524.850;1.896.811;1.303.262;512.552;25.211;0;31
COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;23522214;b1;S4;I;3;SAO PAULO;SP;03/2020;2.389.109;688.025;2.226.333;1.149.674;162.775;-7.007;2;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;03/2020;2.361.861;0;2.221.635;0;140.225;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;03/2020;2.327.872;1.558.566;2.018.684;1.448.519;309.188;11.914;0;30
C6 BANK;52072;b1;S4;C;2;SAO PAULO;SP;03/2020;2.279.498;252.715;1.825.667;1.615.226;453.831;-109.800;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;03/2020;2.209.892;1.620.345;1.927.096;1.421.924;282.797;13.610;0;48
BMW;51420;n1;S4;C;3;SAO PAULO;SP;03/2020;2.195.418;1.860.472;1.776.562;1.728.873;418.856;8.499;4;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;03/2020;2.174.927;728.286;1.681.716;1.492.682;493.211;19.528;0;21
BANCO DA CHINA BRASIL S.A.;10690848;b1;S4;I;3;SAO PAULO;SP;03/2020;2.140.932;513.733;1.788.088;1.281.026;352.845;5.588;2;1
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;S4;I;1;CURITIBA;PR;03/2020;2.128.298;1.118.651;322.506;258.518;1.805.792;12.036;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;03/2020;2.124.335;1.642.396;1.737.087;1.246.649;387.248;26.567;0;41
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;03/2020;2.101.900;1.486.419;1.619.477;883.797;482.422;24.232;0;24
BANCOSEGURO S.A.;10264663;b1;S4;I;2;SAO PAULO;SP;03/2020;2.090.952;24.385;1.670.126;1.625.224;420.825;4.441;2;0
BANCO CATERPILLAR S.A.;2658435;b2;S4;I;3;SAO PAULO;SP;03/2020;2.026.067;1.961.263;1.118.297;976.472;907.771;5.606;2;0
BANCO RODOBENS S.A.;33603457;b1;S4;I;2;SAO PAULO;SP;03/2020;2.024.100;1.323.337;1.466.226;1.327.511;557.874;17.162;2;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;03/2020;1.975.146;1.371.760;1.451.426;1.223.248;523.720;33.001;0;20
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;03/2020;1.964.214;1.355.909;1.574.622;1.097.805;389.592;20.136;0;37
