Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2020;14.654.129;5.790;45.032;53.434;40.961;4.588;0;0;149.805;45.677;2.315.604;1.648.127;691.978;73.827;6.961;1.962;4.784.137;4.415;147.717;150.999;136.357;20.895;134;0;460.517;4.916;90.740;110.962;140.418;6.081;14;0;353.130;364;93.098;41.411;2.881;125;0;600;138.478;71.769;2.078.698;1.228.875;547.910;59.861;296;5.017;3.992.426;0;10.356;17.778;37.778;0;0;0;65.911;3.392;169.274;216.486;208.788;51.733;1.026;6.554;657.254;13.515;1.194.764;934.400;817.870;156.352;10.100;318;3.127.319;0;41;925.111
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2020;12.866.385;0;49.024;6.389;0;0;0;0;55.414;317;1.914.160;5.909.774;560.622;1.159;0;0;8.386.033;0;10.422;0;0;0;0;0;10.422;0;98;4.089;22;0;0;0;4.209;0;8.528;0;0;0;0;0;8.528;0;1.073.023;468.501;19.376;0;0;0;1.560.900;0;0;1.873.771;0;0;0;0;1.873.771;0;60.574;95.818;100.855;100.855;0;0;358.101;0;71.630;65.204;391.794;80.378;0;0;609.007;0;0;0
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2020;12.188.473;275;31.885;87.066;103.620;1.634;4;0;224.484;42.565;553.931;1.359.711;1.354.411;474.484;214.255;0;3.999.356;986;33.697;38.837;61.824;14.324;40;0;149.707;110;7.005;20.823;30.819;19.403;29.385;0;107.544;28;104.948;25.904;13.896;107;0;0;144.883;58.653;605.876;796.799;545.262;66.174;13.717;0;2.086.482;0;3;8;14;0;0;0;26;6.656;128.025;259.914;417.514;135.046;2.030;0;949.185;7.192;295.567;414.283;645.087;141.653;361.602;670.316;2.535.699;0;0;1.991.107
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2020;11.925.654;257;7.365;20.681;41.966;15.451;34;0;85.753;1.468;46.658;158.685;236.451;91.500;340;0;535.102;1.143;38.146;104.650;190.235;46.040;237;0;380.452;370;9.083;22.212;34.248;11.444;89;0;77.445;59;2.837;7.101;14.052;6.060;50;0;30.158;29.633;1.254.532;1.180.491;428.203;181.422;1.443;0;3.075.724;0;0;0;0;0;0;0;0;16.892;607.105;1.717.676;3.424.893;1.387.551;77.090;0;7.231.207;1.690;47.248;129.742;230.926;98.820;1.386;0;509.812;0;0;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2020;10.421.518;35.963;246.534;607.990;993.725;332.990;63.473;0;2.280.674;1.543;522.897;1.449.154;1.251.860;439.526;29.446;0;3.694.427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.294.473;1.071.529;837.061;48.539;1.251;0;3.252.852;0;0;0;0;0;0;0;0;68.075;20.611;112.460;279.622;388;723;0;481.879;47.844;417.421;149.887;59.175;23.818;13.541;0;711.686;0;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2020;10.259.211;855;54.465;70.936;170.676;88.481;151.009;499;536.922;5.198;148.231;476.465;993.702;570.656;546.852;30.287;2.771.390;729;8.103;16.730;45.394;29.926;42.733;931;144.546;30;48.717;119.470;285.078;197.649;734.820;9.063;1.394.827;21;4.025;2.679;5.876;2.637;1.812;0;17.050;2.027;156.723;477.881;1.107.921;735.413;839.651;2.411;3.322.027;0;11.924;31.760;71.424;45.364;75.709;23.919;260.101;2.605;156.295;50.228;125.018;59.987;81.872;1.002;477.007;2.081;65.870;219.424;477.136;267.404;299.788;3.636;1.335.339;0;2;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2020;9.992.153;631;10.698;27.034;36.526;10.589;24;0;85.501;2.909;97.082;263.950;407.067;99.523;233;0;870.764;6.097;50.873;136.714;212.863;63.321;176;0;470.044;1.587;20.927;63.167;121.495;57.509;214;0;264.899;41;2.777;7.722;11.755;3.384;6;0;25.686;28.877;496.622;2.293.859;589.890;167.259;1.232;0;3.577.740;0;0;0;0;0;0;0;0;24.872;322.277;891.669;1.525.715;540.789;4.558;0;3.309.881;21.637;358.536;429.526;493.477;84.119;314;0;1.387.609;29;2;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2020;9.373.190;0;10.396;31.203;64.255;8.333;0;0;114.186;6.190;377.495;835.196;693.804;85.282;1.037;0;1.999.005;160;11.766;50.335;82.134;25.278;0;0;169.673;0;1.990;9.094;38.152;36.667;0;34.874;120.777;0;85.847;87.674;0;0;0;0;173.521;79.792;621.992;757.784;179.167;7.568;0;0;1.646.303;0;0;0;0;0;0;0;0;1.738;10.334;76.881;112.913;5.718;96;0;207.680;436;147.936;275.457;72.214;1.526;102;0;497.672;0;0;4.444.373
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2020;8.968.082;63.332;40.683;47.859;56.060;22.905;16.239;0;247.079;109.236;471.443;839.616;547.375;306.109;171.260;96.479;2.541.517;60.541;61.303;164.498;376.692;167.295;31.758;0;862.088;498;6.458;15.958;20.006;15.423;6.602;0;64.946;169;1.833;1.635;1.693;385;44;0;5.760;51.256;706.853;962.085;611.574;120.438;84.277;3.019;2.539.503;0;2.698;8.747;22.764;21.425;32.804;0;88.438;6.306;56.093;125.395;94.277;15.450;5.564;73;303.159;45.353;342.952;646.395;700.621;244.414;174.568;27.798;2.182.101;136;36;133.319
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2020;5.426.588;5.052;11.236;87.281;205.797;5.979;1.410;0;316.754;16.560;100.862;789.058;178.351;41.980;74.613;132;1.201.556;5.742;17.222;41.974;56.589;6.322;1.958;0;129.807;228;33.767;65.695;207.394;216.605;1.246.639;546.419;2.316.747;99;2.375;3.583;439;0;0;0;6.496;17.819;73.329;218.100;259.117;8.812;8.141;10;585.327;0;35.651;36.646;133.971;133.952;200.928;0;541.149;1.063;4.304;9.557;14.744;3.628;1.539;0;34.834;15.549;28.592;73.922;137.891;29.463;8.498;0;293.915;0;3;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2020;5.212.249;232;6.915;17.412;30.283;10.087;6;0;64.936;763;29.563;74.709;127.003;31.496;42;0;263.577;509;19.060;56.471;84.686;19.709;29;0;180.464;64;1.380;3.327;5.746;1.326;7;0;11.850;180;9.414;23.825;38.368;10.203;16;0;82.006;1.889;215.012;453.239;239.051;78.551;22.285;0;1.010.027;0;0;0;0;0;0;0;0;10.594;319.055;852.377;1.596.568;544.618;20.162;0;3.343.374;747;30.766;80.130;110.887;32.470;1.013;0;256.014;0;0;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2020;5.112.657;2;34.199;91.716;139.325;0;0;0;265.242;4.530;357.501;103.504;78.848;4.000;21.432;50.909;620.725;109;42.603;89.492;134.998;0;0;0;267.202;0;2.612;2;0;0;0;0;2.613;0;12;0;0;0;0;0;12;26.303;1.473.085;300.648;190.888;2.612;0;0;1.993.536;0;69;0;0;0;0;0;69;110;12.517;14.999;16.289;0;0;5.950;49.865;6.495;270.902;108.934;197.878;17.204;0;3.732;605.144;0;526;1.307.722
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2020;4.848.958;485;54.314;36.270;108.307;66.681;16.093;0;282.151;1.663;34.981;48.568;103.302;57.360;8.448;0;254.323;2.038;29.137;62.458;113.058;41.651;134;0;248.477;48;2.246;7.057;14.662;7.047;8;0;31.067;33;2.499;5.739;9.978;3.978;20;0;22.248;19.796;1.833.294;733.538;131.052;43.292;5.710;0;2.766.681;0;43.037;0;0;0;0;0;43.037;8.112;106.900;220.426;458.283;183.649;825;0;978.194;1.124;56.480;50.602;83.708;30.762;103;0;222.779;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2020;4.579.428;3;5.107;11.057;12.990;3.156;1;0;32.315;87;320.113;512.072;485.118;39.651;1.160;0;1.358.199;280;14.872;26.459;31.469;6.044;0;0;79.124;0;279;675;1.294;215;0;0;2.463;0;63;152;107;0;0;0;321;3.695;606.510;853.781;190.638;14.134;1;0;1.668.758;0;0;0;0;0;0;0;0;832;19.978;46.252;53.856;15.343;1.567;0;137.827;679;212.237;654.077;341.771;61.318;30.340;0;1.300.421;0;0;0
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;03/2020;4.325.831;198;1.916;0;0;0;0;0;2.114;8.814;31.285;2.125;271;0;0;0;42.495;1.546;5.282;0;0;0;0;0;6.828;0;310;0;0;0;0;0;310;0;179;538;220;0;0;0;937;7.887;2.080.231;1.485.393;81.666;26.570;29.311;0;3.711.058;0;0;0;0;0;0;0;0;509;14.831;3.502;918;41;0;0;19.801;9.125;331.709;170.198;30.144;1.111;0;0;542.287;0;1;0
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;03/2020;4.290.628;0;0;40.304;0;0;0;0;40.304;0;745.057;1.439.117;324.686;0;0;0;2.508.861;0;0;0;0;30.046;0;0;30.046;0;0;0;52.574;0;0;0;52.574;0;0;0;0;0;0;0;0;0;961.425;368.309;0;0;0;0;1.329.734;0;0;0;0;0;0;0;0;0;154.120;0;0;0;0;0;154.120;0;32.199;62.891;79.900;0;0;0;174.990;0;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;03/2020;4.274.586;0;78.207;93.463;156.797;35.868;1.000;0;365.335;13.789;123.949;549.019;507.798;126.694;0;0;1.321.249;391;30.527;101.736;193.426;38.835;2.074;5.751;372.741;0;30.384;33.396;31.195;3.756;0;0;98.731;0;0;0;0;0;0;0;0;0;42.173;143.128;102.312;7.472;0;0;295.085;0;0;0;0;0;0;0;0;0;4.239;8.654;4.862;0;0;0;17.755;0;62.719;78.432;157.466;45.782;14.089;0;358.488;0;0;1.445.202
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2020;4.225.799;376;11.080;36.767;49.548;44.325;15.347;0;157.443;6.518;80.256;275.754;589.990;240.407;141.798;0;1.334.724;872;11.763;32.003;48.032;14.449;2.701;0;109.820;322;7.896;22.668;59.589;43.380;41.977;27.532;203.363;18;2.164;6.327;16.003;4.543;228;0;29.283;3.999;81.147;286.232;195.596;75.751;41.731;0;684.457;261;58.690;117.173;234.593;115.840;52.354;0;578.911;3.396;13.674;29.257;67.120;53.645;70.341;29.995;267.428;4.686;40.983;129.192;325.558;191.059;95.608;73.285;860.371;0;0;0
SCAA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;03/2020;3.954.809;59;2.067;5.433;11.126;4.997;0;0;23.681;206;16.194;43.772;87.233;26.460;59;0;173.923;76;6.987;19.441;35.260;4.105;0;0;65.870;6;602;1.050;2.033;963;0;0;4.653;0;4.101;11.390;26.362;5.410;0;0;47.263;1.077;102.254;93.733;185.902;61.975;63;0;445.003;0;0;0;0;0;0;0;0;4.877;276.546;771.302;1.532.588;474.952;980;0;3.061.247;55;11.118;30.343;62.296;27.235;2.121;0;133.167;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;03/2020;3.953.714;0;162;39.201;28.104;10.552;0;0;78.019;0;15.568;47.564;116.003;60.366;0;0;239.500;0;4.977;6.808;200.179;0;0;0;211.965;0;0;0;0;0;0;0;0;0;0;1.091;0;0;0;0;1.091;0;4.043;40.047;28.665;0;0;0;72.755;0;0;115.737;117.850;117.850;589.252;294.513;1.235.202;0;3.200;144;2.000;0;0;0;5.343;5.247;59.503;950.566;531.450;90.000;3.750;0;1.640.517;0;0;469.323
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;03/2020;3.843.783;1.243;15.109;1.806;6.555;5.079;272;0;30.064;28.400;816.040;648.252;241.711;24.051;0;0;1.758.453;1.206;17.989;23.781;44.582;5.958;888;0;94.404;0;14.402;28.298;31.589;4.961;0;0;79.250;0;101.453;5.124;567;0;0;0;107.144;8.877;361.521;295.289;190.276;18.439;0;0;874.401;0;0;0;0;0;0;0;0;904;28.813;46.277;52.418;0;0;0;128.412;5.245;241.822;313.911;125.265;7.574;0;0;693.817;0;4;77.836
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;03/2020;3.434.303;0;0;20.029;0;0;0;0;20.029;0;615.863;876.258;803.055;0;0;0;2.295.176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350.639;371.892;62.377;0;0;0;784.909;0;0;0;0;0;0;0;0;0;176;0;128.257;0;0;0;128.433;0;26.415;179.340;0;0;0;0;205.755;0;0;0
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;03/2020;3.332.916;0;0;0;0;0;0;0;0;215;1.396.076;707.544;134.461;119.163;0;97.602;2.455.061;0;0;7.271;0;0;0;0;7.271;0;12;0;40.569;0;0;0;40.582;0;0;0;0;0;0;0;0;0;231.888;34.916;22.167;0;0;47.566;336.537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;25.790;362.939;0;0;104.308;493.466;0;0;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;03/2020;3.256.792;9.001;45.598;16.587;10.873;17.254;27.183;0;126.495;45.393;349.388;533.844;156.575;57.581;34.928;0;1.177.709;32.419;66.214;84.980;108.386;14.083;0;0;306.083;0;7.241;8.974;7.785;5.081;0;0;29.080;0;2.292;2.752;999;0;0;0;6.043;26.982;315.596;157.562;129.345;0;0;0;629.485;0;0;0;0;0;0;0;0;0;137.084;80.253;34.218;0;0;0;251.554;14.404;138.013;211.625;150.214;93.760;52.236;0;660.253;0;1;70.088
