Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Agricultura, Pecuária, Produção Florestal, Pesca e Aquicultura;;;;;;;;Indústrias de Transformação;;;;;;;;Construção;;;;;;;;Serviços Industriais de Utilidade Pública;;;;;;;;Industrias Extrativas;;;;;;;;Comércio, Reparação de Veículos Automotores e Motocicletas;;;;;;;;Admistração Pública, Defesa e Seguridade Social;;;;;;;;Transporte, Armazenagem e Correio;;;;;;;;Outros;;;;;;;;Atividade não Informada ou não se Aplica;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;a Vencer entre 1081 e 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;;;
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2019;11.491.249;2.362;67.081;64.891;22.220;3.103;22;0;159.680;56.348;2.040.719;1.328.345;534.703;34.954;2.430;120;3.997.620;2.268;123.539;144.997;112.893;14.514;0;0;398.212;3.802;39.458;48.788;94.815;10.736;0;838;198.436;24;122.421;4.407;2.768;0;0;0;129.619;86.983;1.825.334;945.816;443.378;59.810;1.069;328;3.362.718;0;3.677;0;0;0;0;0;3.677;6.052;160.111;172.992;141.312;16.404;548;1.360;498.779;11.413;822.758;726.205;551.887;88.430;3.058;2.536;2.206.286;0;52;536.172
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2019;11.335.334;0;23.374;11.601;494;56;0;0;35.525;27.459;3.636.421;1.795.398;555.615;383.457;0;0;6.398.350;1;1.425;2.088;4.439;304;0;0;8.256;0;97.381;0;0;0;0;0;97.381;26;37.870;0;0;0;0;0;37.896;1.089;1.293.896;804.879;88.014;1.641;0;0;2.189.518;0;0;0;0;0;0;0;0;1;98.431;11.708;13.563;0;0;0;123.703;166;1.537.606;385.799;415.864;7.357;23;0;2.346.813;97.891;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2019;10.033.171;1.979;28.416;93.080;173.622;130.733;144.560;0;572.390;11.642;150.314;506.865;1.073.880;618.664;511.564;30.926;2.903.855;550;5.736;15.839;42.866;26.324;26.909;1.558;119.781;1.257;52.007;117.299;271.047;179.849;685.541;8.143;1.315.143;85;921;3.173;24.324;11.755;8.851;0;49.109;2.504;163.095;461.106;1.034.890;740.885;798.017;1.221;3.201.717;0;10.956;30.107;61.286;33.322;12.752;2.126;150.549;3.048;17.501;52.553;223.493;72.112;67.793;1.078;437.578;2.276;60.088;211.530;486.620;273.542;242.567;6.425;1.283.048;0;0;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2019;9.817.906;149;6.044;15.171;27.761;10.237;62;0;59.424;1.933;45.359;107.227;174.270;57.802;204;0;386.795;4.766;35.251;84.412;124.290;20.517;1.330;0;270.565;126;8.753;22.062;35.311;8.531;285;0;75.068;48;2.721;5.592;8.959;2.871;23;0;20.215;3.557;1.315.425;1.254.985;295.129;106.284;507;0;2.975.887;0;0;0;0;0;0;0;0;13.880;535.989;1.402.972;2.553.849;955.061;82.128;0;5.543.879;3.736;57.386;133.228;220.153;70.153;1.418;0;486.073;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2019;9.239.948;632;62.076;66.150;64.007;33.880;26.566;0;253.312;52.033;691.772;894.005;526.802;236.441;237.254;87.176;2.725.483;28.979;88.212;167.712;481.195;257.715;53.861;32.608;1.110.282;745;8.682;23.242;26.516;18.006;14.444;0;91.634;1.137;2.711;3.517;3.398;1.285;2.535;0;14.583;54.321;701.151;928.714;494.883;110.954;76.792;2.992;2.369.808;0;1.294;3.965;15.808;15.406;33.618;0;70.091;6.779;68.483;93.292;116.944;36.297;6.084;94;327.974;29.760;342.139;589.941;709.657;219.114;226.486;35.437;2.152.535;148;488;123.611
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2019;8.691.966;10.156;319.244;417.939;778.274;237.577;102.519;0;1.865.709;25.845;838.694;1.721.495;1.124.018;479.853;63.897;0;4.253.802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456;774.879;493.110;510.405;248.670;2.084;0;2.029.603;0;0;0;0;0;0;0;0;54.098;60.233;34.502;110.885;2.997;915;0;263.631;0;44.342;102.760;72.432;41.315;18.372;0;279.221;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2019;8.398.245;352;10.574;26.412;32.679;8.834;26;0;78.877;3.518;89.481;225.527;318.275;89.348;130;0;726.278;3.713;48.245;105.388;126.062;28.749;47;0;312.205;3.004;19.718;46.533;64.503;20.072;44;0;153.875;455;3.374;7.114;8.636;2.082;0;0;21.661;15.750;421.008;2.202.645;485.688;119.367;3.421;0;3.247.879;0;2;6;0;0;0;0;9;25.295;307.276;757.143;1.125.414;344.917;4.766;0;2.564.811;8.515;240.861;491.563;463.204;87.298;1.167;0;1.292.609;38;3;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2019;6.830.096;0;56.693;0;0;0;0;0;56.693;0;1.417.772;1.574.901;418.260;3.361;0;0;3.414.294;0;8.378;0;0;0;0;0;8.378;0;12.187;416;407;0;0;0;13.009;0;292;774.935;0;0;0;0;775.227;0;494.247;211.875;7.621;0;0;0;713.743;0;0;0;1.308.071;0;0;0;1.308.071;0;5.511;16.409;25.420;0;0;0;47.340;0;80.293;48.048;357.000;8.000;0;0;493.341;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2019;5.866.183;7.823;5.865;45.537;100.420;196.633;875;0;357.152;10.792;85.417;829.442;127.651;75.944;73.549;0;1.202.795;15.195;20.309;36.748;40.123;4.286;2.022;100;118.783;258;43.696;93.140;285.363;298.339;1.280.769;642.437;2.644.003;29;2.953;6.264;752;0;0;0;9.998;21.524;98.105;232.639;220.208;32.340;20.720;0;625.536;0;45.271;97.269;111.185;98.943;197.885;0;550.553;3.119;5.421;12.155;13.704;4.350;3.206;0;41.954;8.870;32.481;82.793;110.824;58.282;17.938;0;311.188;4.214;6;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2019;5.756.366;1.357;5.954;69.698;0;0;0;0;77.009;14.068;170.799;367.143;501.799;83.034;1.994;0;1.138.836;289;5.863;15.252;23.446;2.292;0;0;47.142;400;1.732;3.782;7.632;0;0;34.874;48.419;0;81.406;0;0;0;0;0;81.406;33.794;102.504;392.342;40.847;152;0;0;569.639;0;0;0;0;0;0;0;0;263;6.994;15.961;26.230;6.546;0;0;55.994;3.404;14.916;326.663;79.602;9.100;792;0;434.477;0;0;3.303.445
