Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Micro;Pequena;Média;Grande;Indisponível;Total não Individualizado Pessoa Jurídica;Total Exterior Pessoa Jurídica;
ITAU;10.069;b1;C;2;S1;199;SAO PAULO;SP;03/2019;315.134.246;3.580.394;14.892.525;46.301.467;63.086.975;400.938;10.350;186.861.598
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33.657.248;b4;I;1;S2;4;RIO DE JANEIRO;RJ;03/2019;292.400.400;0;999.914;3.443.755;275.171.657;12.785.074;0;0
BRADESCO;10.045;b1;C;2;S1;199;OSASCO;SP;03/2019;276.318.190;14.665.834;19.572.609;48.301.419;58.176.657;37.687.822;9.303;97.904.545
BB;49.906;b1;C;1;S1;199;BRASILIA;DF;03/2019;272.071.046;3.812.268;29.039.508;53.780.674;151.843.580;0;1.289;33.593.727
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;149.446.551;8.886.718;15.514.251;24.667.020;100.376.457;0;2.105;0
SANTANDER;30.379;b1;C;3;S1;199;SAO PAULO;SP;03/2019;128.379.161;3.223.883;16.459.953;36.298.061;45.441.254;1.083.666;5.441;25.866.904
SAFRA;10.083;b1;C;2;S2;199;SAO PAULO;SP;03/2019;45.653.124;321.578;1.529.984;10.621.623;24.945.965;413.277;337;7.820.360
BTG PACTUAL;49.944;b1;C;2;S1;199;RIO DE JANEIRO;RJ;03/2019;20.402.804;550.343;98.200;495.575;9.597.622;0;0;9.661.064
ABC-BRASIL;41.856;b1;C;3;S3;199;SAO PAULO;SP;03/2019;12.812.783;154.045;1.593.780;4.998.457;4.359.016;0;1;1.707.484
VOTORANTIM;51.011;b1;C;2;S2;199;SAO PAULO;SP;03/2019;11.985.757;947.002;168.706;534.991;8.816.818;11.951;0;1.506.289
DAYCOVAL;51.987;b1;C;2;S3;199;SAO PAULO;SP;03/2019;11.491.249;717.987;263.083;4.276.391;5.476.395;221.170;52;536.172
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2019;11.335.334;106.599;386.498;1.222.867;7.944.288;1.675.081;0;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92.816.560;b4;I;1;S3;5;PORTO ALEGRE;RS;03/2019;10.033.171;112.861;764.075;3.945.724;4.785.878;424.632;0;0
MERCEDES-BENZ;51.262;b2;C;3;S3;198;SAO PAULO;SP;03/2019;9.817.906;322.599;958.741;4.910.939;3.625.627;0;0;0
BANRISUL;30.173;b1;C;1;S2;199;PORTO ALEGRE;RS;03/2019;9.239.948;311.191;1.217.099;3.368.680;3.898.153;320.725;488;123.611
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1.023.570;b1;I;3;S3;8;SAO PAULO;SP;03/2019;8.691.966;828.376;78.920;902.602;6.882.068;0;0;0
BANCO VOLKSWAGEN S.A.;59.109.165;b2;I;3;S3;8;SAO PAULO;SP;03/2019;8.398.245;536.296;1.678.754;4.727.105;1.456.088;0;3;0
BNP PARIBAS;51.516;b1;C;3;S3;199;SAO PAULO;SP;03/2019;6.830.096;0;117.152;726.413;5.986.531;0;0;0
BANCO DO NORDESTE DO BRASIL S.A.;7.237.373;b1;I;1;S2;8;FORTALEZA;CE;03/2019;5.866.183;438.695;312.709;2.176.894;2.937.879;0;6;0
CCB;32.119;b1;C;3;S3;199;SAO PAULO;SP;03/2019;5.756.366;40.636;97.595;958.465;1.338.384;17.841;0;3.303.445
BANCO FIDIS S/A;62.237.425;b2;I;3;S4;8;BETIM;MG;03/2019;4.810.733;1.592.711;482;2.253.699;963.842;0;0;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38.486.817;b4;I;1;S3;5;BELO HORIZONTE;MG;03/2019;4.660.198;101.579;314.513;2.193.358;2.050.748;0;0;0
ALFA;51.293;b1;C;2;S3;199;SAO PAULO;SP;03/2019;4.226.315;194.344;317.051;1.577.351;2.135.581;1.988;0;0
ORIGINAL;51.781;b1;C;2;S3;199;SAO PAULO;SP;03/2019;3.991.000;1.099.590;275.453;744.745;799.194;1.034.251;496;37.270
BANCO CNH INDUSTRIAL CAPITAL S.A.;2.992.446;b2;I;3;S3;8;CURITIBA;PR;03/2019;3.977.825;241.809;1.048.668;2.210.358;433.027;43.962;0;0
BOCOM;52.003;b1;C;3;S4;199;SALVADOR;BA;03/2019;3.631.325;0;52.898;1.066.059;1.782.595;0;0;729.773
ING;51.073;b1;C;3;S3;199;SAO PAULO;SP;03/2019;3.426.481;0;28.405;168.937;2.369.174;859.966;0;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2019;3.386.159;640.902;1.257.737;1.404.850;82.670;0;0;0
SOFISA;31.873;b1;C;2;S4;199;SAO PAULO;SP;03/2019;3.154.161;72.213;58.867;203.519;2.819.561;0;2;0
PINE;50.304;b1;C;2;S3;199;SAO PAULO;SP;03/2019;3.068.075;280.690;100.364;1.037.475;1.437.249;112.342;0;99.955
BANCO FIBRA S.A.;58.616.418;b1;I;2;S3;8;SAO PAULO;SP;03/2019;2.949.088;4.814;76.169;699.216;1.489.970;103.815;3;575.102
JP MORGAN CHASE;20.107;b1;C;3;S3;199;SAO PAULO;SP;03/2019;2.851.148;37.703;43.762;470.881;2.298.801;0;0;0
BANCO GMAC S.A.;59.274.605;b2;I;3;S3;8;SAO PAULO;SP;03/2019;2.803.604;1.049.929;346.088;1.294.593;112.995;0;0;0
CREDIT AGRICOLE;51.066;b1;C;3;S3;199;SAO PAULO;SP;03/2019;2.792.565;0;6.667;95.429;2.690.470;0;0;0
CREDIT SUISSE;30.771;b1;C;3;S3;199;SAO PAULO;SP;03/2019;2.648.547;0;30.350;187.352;2.144.325;0;0;286.521
SCAA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;03/2019;2.634.245;132.318;546.549;1.606.499;348.019;860;0;0
